customer_text,intent,predicted_intent,confidence
@AppleSupport They were all purchased from iTunes,purchases_billing,purchases_billing,0.9196185557892231
@AppleSupport are there any changes or issues with payment service? My method keeps being rejected. It worked perfectly fine a week ago.,purchases_billing,purchases_billing,0.3775221923463865
"@AppleSupport the text reactions aren't working in iMessage. also when I FacetTme from my MacBook, the person I'm talking to can't see me",messages_imessage,messages_imessage,0.8476572860811665
"@AppleSupport when I click on a message, the options do not appear on touch bar. And yes the FaceTime doesn't work for any contact",messages_imessage,device_settings_features,0.5221239218092544
@AppleSupport Would love to be able to delete a group of texts messages at the same time. It shouldn't be that difficult!,messages_imessage,messages_imessage,0.43517804586259917
@AppleSupport Nope. Just the exclamation mark saying not delivered. Only to android phones. iMessage works perfect,messages_imessage,messages_imessage,0.8476091917818088
@AppleSupport the new update sucks. Do I need my cellular data on to send texts to non iPhone friends?,messages_imessage,sim_cellular_network,0.6959070404982005
Hello @AppleSupport is there a bug for this #iOS11 ? Toggle from airplane mode turns on WiFi and Bluetooth,device_settings_features,device_settings_features,0.9568252152826876
@AppleSupport #iOS11 bug when playing audio with bluetooth (music or spotify app): music sometimes stops for a split second :-(,device_settings_features,device_settings_features,0.8524240606939976
"Why does my wifi &amp; bt still turned on even i turned em off in control center, it drains my batt ios11.1 @AppleSupport",device_settings_features,device_settings_features,0.958068310559953
"Extremely unimpressed @AppleSupport! Installed #macOSHighSierra &amp; now my #iMac's #bluetooth #keyboard isn't connected, how do I then log in?",device_settings_features,device_settings_features,0.911156200751044
"@AppleSupport Yep, immediately to the right of the WiFi icon. Spins continuously unless the phone is locked.",device_settings_features,device_settings_features,0.8886894262970201
