customer_message,gold_intent,predicted_intent,confidence,action,intent_correct,reply,reason,evidence_reason
@AppleSupport Since the new update my settings have been changing (back lighting changes by itself. Goes to do not disturb).,device_settings_features,device_settings_features,0.4925,escalate,True,We're here to help with your device issue. Could you tell us which device you're using and what happens when you try the affected feature?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport ever since I updated my iPhone to iOS 11 all my apps are running slow &amp; take long to open. My phone constantly freezes and this never happened before the update!!! Just terrible can you fix the bugs ASAP!!!!!!!!!,performance_crash,performance_crash,0.9613,auto_handle,True,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,"Intent confidence, historical similarity, and evidence quality all meet the safe auto-handle thresholds.",High-confidence intent with strong historical similarity.
So I have to be online or keep the app open to receive messages. I hope @AppleSupport or Whatsapp fixes it.,apps_app_store,performance_crash,0.4245,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport updated my iphone 5s to ios 11.02.. Random touch occurs very frequently. Reset doesn't help me either.,performance_crash,performance_crash,0.5883,escalate,True,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
Uh @115858 @AppleSupport there might be something wrong with this #macbook #air from 2011.. battery?,battery_charging,battery_charging,0.4815,escalate,True,We're happy to help with the battery issue. Could you tell us which device and iOS version you're using and when you first noticed the battery or charging problem?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
"@AppleSupport Hi, Battery drains super fast,Animation lags,Doesn't keep apps on memory as before. Expecting a fix ASAP",battery_charging,battery_charging,0.8525,auto_handle,True,We're happy to help with the battery issue. Could you tell us which device and iOS version you're using and when you first noticed the battery or charging problem?,"Intent confidence, historical similarity, and evidence quality all meet the safe auto-handle thresholds.",High-confidence intent with strong historical similarity.
@AppleSupport I can’t open my messages app on iPhone X iOS 11.1 please help,apps_app_store,performance_crash,0.5685,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport trying to figure out how to turn on applepay cash with this 11.2 update???,device_settings_features,device_settings_features,0.3456,escalate,True,We're here to help with your device issue. Could you tell us which device you're using and what happens when you try the affected feature?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport Is there a way to force iCloud Drive to sync on Mac? I signed into iCloud &amp; no files show up. Files are on all other iDevices.,icloud_photos,icloud_photos,0.8183,auto_handle,True,We're here to help with your iCloud or Photos issue. Could you tell us what is happening with your photos and which device you're using?,"Intent confidence, historical similarity, and evidence quality all meet the safe auto-handle thresholds.",High-confidence intent with strong historical similarity.
@AppleSupport if i restore my phone from a old backup. Will all the new things on my phone be deleted? Like my messages and pictures?,battery_charging,performance_crash,0.5625,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport Why do I keep seeing boxes with question marks in them when I have already updated to the newest iOS?,other_unclear,device_settings_features,0.3494,escalate,False,We're here to help with your device issue. Could you tell us which device you're using and what happens when you try the affected feature?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport My phone doesn't like to load any app data or anything when on WiFi. Only on cellular. Restored and tried multiple networks,device_settings_features,device_settings_features,0.7266,escalate,True,We're here to help with your device issue. Could you tell us which device you're using and what happens when you try the affected feature?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@490099 wtf @AppleSupport get it together,performance_crash,performance_crash,0.6868,escalate,True,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@115858 WHY IS THIS HAPPENING!!! @AppleSupport,performance_crash,performance_crash,0.3719,escalate,True,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
"@AppleSupport Already went through this - battery life was perfect until latest update. The problem with the battery draining fast was definitely caused by the latest update. Went through settings multiple times, settings are set the same as before the latest update",battery_charging,battery_charging,0.8987,auto_handle,True,We're happy to help with the battery issue. Could you tell us which device and iOS version you're using and when you first noticed the battery or charging problem?,"Intent confidence, historical similarity, and evidence quality all meet the safe auto-handle thresholds.",High-confidence intent with strong historical similarity.
"@AppleSupport I was billed on Friday for a game I play, despite not spending money that day. I contacted them but no reply yet.",purchases_billing,purchases_billing,0.375,escalate,True,We're here to help with your purchase or billing issue. Could you tell us what happened with the purchase or charge and whether you received any error message?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport Any way of knowing when my local Apple store will have more iPhone X's?,performance_crash,purchases_billing,0.2921,escalate,False,We're here to help with your purchase or billing issue. Could you tell us what happened with the purchase or charge and whether you received any error message?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport Tried both of your support methods last night - poor planning that they were both unavailable during iPhone X sales launch when needed.,performance_crash,performance_crash,0.3915,escalate,True,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
"@AppleSupport iPhone 8 on latest IOS, screen auto lock doesn’t work",performance_crash,device_settings_features,0.7355,escalate,False,We're here to help with your device issue. Could you tell us which device you're using and what happens when you try the affected feature?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@478158 @AppleSupport It’s happening to me too and I’m actually about to lose my mind I️ I️ I️ I️ I️ I️ I️ I️ I️,performance_crash,performance_crash,0.5282,escalate,True,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
"@AppleSupport @343916 I was thinking about the same thing, IPhone 6a and iOS 11.0.3.. battery &amp; heating is the issue",battery_charging,battery_charging,0.6648,escalate,True,We're happy to help with the battery issue. Could you tell us which device and iOS version you're using and when you first noticed the battery or charging problem?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
"@AppleSupport It happens regardless of devices being attached. It happens across all the of the apps I'm running: Mail, Preview, Chrome, Word, Excel. It happens even if only one app is running.",apps_app_store,performance_crash,0.5901,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport It does it with every app. And yes it’s up to date with the software.,apps_app_store,performance_crash,0.7101,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
I wish I know how iOS 11 drains my #iPhone7 battery so fast! @115858 @AppleSupport #iOS11 #iphonebattery #iPhone8 #iPhone #iOS,battery_charging,battery_charging,0.7335,escalate,True,We're happy to help with the battery issue. Could you tell us which device and iOS version you're using and when you first noticed the battery or charging problem?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport Hello! I’m listening to @115888 and the music controls at the control center are not working. Why?,device_settings_features,device_settings_features,0.9133,auto_handle,True,We're here to help with your device issue. Could you tell us which device you're using and what happens when you try the affected feature?,"Intent confidence, historical similarity, and evidence quality all meet the safe auto-handle thresholds.",High-confidence intent with strong historical similarity.
@AppleSupport Yes twitter etc all work fine,performance_crash,performance_crash,0.4483,escalate,True,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport I did a network reset to try and connect but appears a Message saying not able to connect to network ....,apps_app_store,device_settings_features,0.4473,escalate,False,We're here to help with your device issue. Could you tell us which device you're using and what happens when you try the affected feature?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
.@115858 really does get worse on usability in a big way. we're having the same issue and nothing helps @applesupport,apps_app_store,device_settings_features,0.3399,escalate,False,We're here to help with your device issue. Could you tell us which device you're using and what happens when you try the affected feature?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
Hey @AppleSupport if you could fix this whole I️ autocorrect situation that’d be great,apps_app_store,performance_crash,0.5307,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport someone owe me money or a new phone that is not going to crash everytime a new phone hits the market. Its been going on for too damn long and is unacceptable... FIX IT NOW⚠️,performance_crash,performance_crash,0.7615,escalate,True,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport why are you guys allowing an app to charge me I canceled the subscription in my phone already two weeks ago. And now I can’t download any apps,apps_app_store,purchases_billing,0.6086,escalate,False,We're here to help with your purchase or billing issue. Could you tell us what happened with the purchase or charge and whether you received any error message?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
Phone keeps dying fast 🙂 @AppleSupport,battery_charging,performance_crash,0.819,auto_handle,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,"Intent confidence, historical similarity, and evidence quality all meet the safe auto-handle thresholds.",High-confidence intent with strong historical similarity.
"@AppleSupport Yes from the control center. From yesterday i have observed if i keep my phone locked for some time and unlock it, wifi is on automatically",device_settings_features,device_settings_features,0.9334,auto_handle,True,We're here to help with your device issue. Could you tell us which device you're using and what happens when you try the affected feature?,"Intent confidence, historical similarity, and evidence quality all meet the safe auto-handle thresholds.",High-confidence intent with strong historical similarity.
I must say @AppleSupport latest update is poor. Correcting spelling that is already correct. Putting capital letters in. Changing languages ie hôtel not hotel. Woeful. Just woeful.,performance_crash,device_settings_features,0.3347,escalate,False,We're here to help with your device issue. Could you tell us which device you're using and what happens when you try the affected feature?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport I’m using an iPad. I’m on iOS 11.0.3,sim_cellular_network,device_settings_features,0.3203,escalate,False,We're here to help with your device issue. Could you tell us which device you're using and what happens when you try the affected feature?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
Getting distorted outgoing Voice msg quality w the last update to #iPhone &amp; #WhatsApp @4305 @AppleSupport Bluetooth is off but sounds on,apps_app_store,device_settings_features,0.7858,escalate,False,We're here to help with your device issue. Could you tell us which device you're using and what happens when you try the affected feature?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport there is a problem that kept showing on my MacBook pro and my iphone6s is that when i play a music it will turn off and on many time by it self also in my mac the iTunes open himself I don’t know how 🤦🏻‍♀️,apps_app_store,device_settings_features,0.5271,escalate,False,We're here to help with your device issue. Could you tell us which device you're using and what happens when you try the affected feature?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@115858 @AppleSupport what’s up with the capital “I️”. And my screen freezing with simple commands?? That @122986 pixel 2 lookin real nice.,performance_crash,performance_crash,0.8683,auto_handle,True,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,"Intent confidence, historical similarity, and evidence quality all meet the safe auto-handle thresholds.",High-confidence intent with strong historical similarity.
@115858 @AppleSupport I have had to buy and return 5 pairs of airpods because of bad manufacture defects in the housing of the airpods.,apple_id_account,device_settings_features,0.285,escalate,False,We're here to help with your device issue. Could you tell us which device you're using and what happens when you try the affected feature?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport Just installed iOS 11.0.2 on my iPhone 6 and the photo app still refuses to edit the photos immediately. PLEASE FIX THIS BUG!!,apps_app_store,performance_crash,0.525,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
Why do I STILL see those question marks? I updated my phone @AppleSupport,apps_app_store,performance_crash,0.4432,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport 😩😩 so iPhone 7 will never have it,apps_app_store,performance_crash,0.453,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport where is the apps folder on the new iTunes? I can’t find my apps,apps_app_store,performance_crash,0.3553,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
So apparently blue tooth doesn’t work on the iPhone X @AppleSupport. Maybe I should’ve stuck with Samsung.,apps_app_store,performance_crash,0.3516,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport hi i dgraded my icloud plan from 50GB to free. I’m not sure if it was processed. How do i check it?,apps_app_store,icloud_photos,0.6125,escalate,False,We're here to help with your iCloud or Photos issue. Could you tell us what is happening with your photos and which device you're using?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
"@AppleSupport Today, all of a sudden, no apps can play sound. My music ring tone works tho! I’ve restarted several times and I have the latest iOS. This is an iPhone 6. Please help. (I have tried all the obvious stuff)",device_settings_features,performance_crash,0.3851,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport Thanks again but still no joy - just tried a music CD same issue - 1st time since Sierra installed - I think others have same problem :(,sim_cellular_network,performance_crash,0.5016,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
"@AppleSupport .@AppleSupport The response from ur tech staff ""you're better off calling the #sydney store direct because we don't know."" Just pathetic.",other_unclear,device_settings_features,0.2419,escalate,False,We're here to help with your device issue. Could you tell us which device you're using and what happens when you try the affected feature?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport USA,battery_charging,performance_crash,0.3735,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
"@115858 @applesupport unable to send videos to non-iPhone users, huge problem. Please fix this asap! Have called support, no help.",battery_charging,performance_crash,0.2863,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
I made it. 42nd #MarineCorpsMarathon Mission Accomplished 4:59:20 btw @AppleSupport your @NikeSupport Watch &amp; app crashed 3 times no record,performance_crash,performance_crash,0.8118,auto_handle,True,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,"Intent confidence, historical similarity, and evidence quality all meet the safe auto-handle thresholds.",High-confidence intent with strong historical similarity.
"@AppleSupport many bugs in 11.0.1 ; When msg button clicks on a contact,its not appearing screen “ to send message”",messages_imessage,messages_imessage,0.4937,escalate,True,We're here to help with your messaging issue. Could you tell us what happens when you try to send or receive a message?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport Yes. I’ve also toggled iMessage off and back on.,messages_imessage,messages_imessage,0.8303,auto_handle,True,We're here to help with your messaging issue. Could you tell us what happens when you try to send or receive a message?,"Intent confidence, historical similarity, and evidence quality all meet the safe auto-handle thresholds.",High-confidence intent with strong historical similarity.
"@AppleSupport When I open my safari it starts with a blanc page, I want it to start with my favorites again... How do I do this? Thanks",sim_cellular_network,performance_crash,0.5064,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport I purchase something wrongly and i want to refund it how can i do that ?,purchases_billing,purchases_billing,0.8859,auto_handle,True,We're here to help with your purchase or billing issue. Could you tell us what happened with the purchase or charge and whether you received any error message?,"Intent confidence, historical similarity, and evidence quality all meet the safe auto-handle thresholds.",High-confidence intent with strong historical similarity.
"@683805 @AppleSupport @115858 No. I've uninstalled all apps that weren't ready for iOS11 (v 11.1.1), I've rebooted the phone several times, still no joy. It must be a bug when recovering installation from another phone. Perhaps better to reinstall from scratch?!",messages_imessage,performance_crash,0.7217,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport Now it’s 62%. Everything worked just fine with watch OS 3! I like some of the new features of 4 but this bug is terrible.,apps_app_store,performance_crash,0.4345,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
I️ updated my ios11 and every time eye type I️ it turns into a question mark? Fix this shit @AppleSupport,device_settings_features,performance_crash,0.7362,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport It’s not happening with any specific apps. It happens all the time. Connected to WiFi. No connected to WiFi. Home. Public. Wherever I am!,device_settings_features,device_settings_features,0.9388,auto_handle,True,We're here to help with your device issue. Could you tell us which device you're using and what happens when you try the affected feature?,"Intent confidence, historical similarity, and evidence quality all meet the safe auto-handle thresholds.",High-confidence intent with strong historical similarity.
"But now, I can't seem to do that any more. It seems that either I restrict app installation or I don't: you have removed the distinction between free downloads and not-free downloads???? THIS IS REALLY INCONVENIENT. @AppleSupport",apps_app_store,performance_crash,0.328,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
Okay the question mark still comes out lol wtf @AppleSupport,performance_crash,performance_crash,0.5019,escalate,True,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
Has anyone else’s @115858 watch screen popped off? Mine sprung across the room for no reason and is completely useless now. @AppleSupport,performance_crash,performance_crash,0.4576,escalate,True,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport fuck ur update! my iphone 6 feels like a 6 year old phone now! thanks to ur ios update :) moneymaker,performance_crash,ios_update,0.7653,escalate,False,We're happy to help with the iOS update issue. Could you tell us which device and iOS version you're currently using and what happens when you try to update?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
Why does every time I️ day I️ it looks all weird? @AppleSupport I️ I️ I️,performance_crash,performance_crash,0.571,escalate,True,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
"@AppleSupport just received my iPhoneX, my photos aren’t transferring from old to new device. HELP! I have iCloud photo stream on. Only 159 pictures out of over 22,000 transferred.",icloud_photos,icloud_photos,0.7659,escalate,True,We're here to help with your iCloud or Photos issue. Could you tell us what is happening with your photos and which device you're using?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
"Bro do another update, I can barely switch between apps @AppleSupport",apps_app_store,performance_crash,0.511,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
"@AppleSupport iPhone 6, 11.1.2, last night around 12am and I did uninstall it and re install it and it still doesn’t work",apps_app_store,performance_crash,0.5126,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
I️ 👈 is so annoying!!!! @AppleSupport please fix this!!!,icloud_photos,performance_crash,0.7305,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport I’ve got shit to do. I can’t call you guys every single time you run another buggy update. This is unacceptable.,messages_imessage,performance_crash,0.6282,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@applesupport iPhone@6s still unbearably slow after iOS 11.1 and 11.1.2 super laggggy.when is it going to be fixed?!,performance_crash,performance_crash,0.8998,auto_handle,True,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,"Intent confidence, historical similarity, and evidence quality all meet the safe auto-handle thresholds.",High-confidence intent with strong historical similarity.
@AppleSupport Very clever. But did we really need it? Why clutter the home screen needlessly? I really don’t see the need for it. Do you?,performance_crash,performance_crash,0.4108,escalate,True,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport LIKE ACTUALLY WHAT IS THIS!,apps_app_store,performance_crash,0.5658,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport make this glitch stop pls,performance_crash,performance_crash,0.9539,auto_handle,True,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,"Intent confidence, historical similarity, and evidence quality all meet the safe auto-handle thresholds.",High-confidence intent with strong historical similarity.
Hello @AppleSupport take a look at this email please.,icloud_photos,performance_crash,0.4022,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport other than quitting Safari. Have you got any good ideas about dealing with these?,apps_app_store,performance_crash,0.5578,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport Yes. I’ve done it already,performance_crash,performance_crash,0.5627,escalate,True,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@115858 @AppleSupport why can you no longer see the battery percentage on the iPhone X?,battery_charging,battery_charging,0.8395,auto_handle,True,We're happy to help with the battery issue. Could you tell us which device and iOS version you're using and when you first noticed the battery or charging problem?,"Intent confidence, historical similarity, and evidence quality all meet the safe auto-handle thresholds.",High-confidence intent with strong historical similarity.
Anyone else having issues uploading Instagram videos with the #iPhoneX - mine are getting distorted @AppleSupport,icloud_photos,device_settings_features,0.3399,escalate,False,We're here to help with your device issue. Could you tell us which device you're using and what happens when you try the affected feature?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
.@AppleSupport iPhone update sucks! Message notifications don’t show on locked screen. Trouble reading incoming messages when in message 😡,apps_app_store,messages_imessage,0.6822,escalate,False,We're here to help with your messaging issue. Could you tell us what happens when you try to send or receive a message?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
Hey @AppleSupport i️ would love to use the first person singular pronoun to refer to myself again... without a question mark and a box A.,sim_cellular_network,performance_crash,0.401,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport my phone is updated so WHY AM I️ SEEING BOXES??,apple_id_account,performance_crash,0.6876,escalate,False,We're here to help troubleshoot the issue. Could you tell us which device and iOS version you're using and what happens when the problem occurs?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
@AppleSupport App Store not downloading apps using iOS 11.0.3 on 2017 iPad. Works fine on my 6s with iOS 10.3.3,apps_app_store,apps_app_store,0.8299,auto_handle,True,We're here to help with your App Store issue. Could you let us know what happens when you try to download or update an app?,"Intent confidence, historical similarity, and evidence quality all meet the safe auto-handle thresholds.",High-confidence intent with strong historical similarity.
@AppleSupport I trained to get a medal. Can not calculate the activity app 😬 itself was an average of 47.2,sim_cellular_network,apps_app_store,0.2417,escalate,False,We're here to help with your App Store issue. Could you let us know what happens when you try to download or update an app?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
Pls help @AppleSupport it only happens in my group chats and happens to my friends too,apple_id_account,messages_imessage,0.5013,escalate,False,We're here to help with your messaging issue. Could you tell us what happens when you try to send or receive a message?,Intent confidence is below the safe auto-handle threshold (0.80).,Historical evidence or intent confidence is not strong enough for safe automatic handling.
