customer_tweet_id,customer_text,support_reply,intent,customer_time,support_time
1416987,"@AppleSupport Hi, does the new iOS always automatically turn my Bluetooth on? It keeps coming on without me doing so. Ta",@419246 Thanks for reaching out. That is expected behavior in the new iOS. Get more details here:,device_settings_features,2017-10-16 17:29:53+00:00,2017-10-16 17:37:01+00:00
1353998,"@AppleSupport Hi, yes that’s right - am on iOS11.0.3 and latest WhatsApp version. Already tried uninstalling, rebooting then reinstalling app.",@286526 Sounds good. Let's continue our conversation in DM and we can start troubleshooting.,performance_crash,2017-10-16 17:32:03+00:00,2017-10-16 17:41:00+00:00
1420650,@AppleSupport updated to 11.0.3 and now iPhone is lagging &amp; battery life is unbearably short; Please tell me you’re going to resolve this?,@450270 We're here to help. Would you please tell us which iPhone model you are using?,performance_crash,2017-10-16 17:38:08+00:00,2017-10-16 17:50:05+00:00
589490,@AppleSupport my iPhone 6plus been freezing &amp; turning off since 11.0.3 update what’s happening? This update was supposed to fix the problem,@259375 Let's get to the bottom of this together. Does this happen when using specific apps? DM us with details here:,performance_crash,2017-10-16 17:43:25+00:00,2017-10-16 17:51:00+00:00
1420635,@AppleSupport Is it possible to make an genius bar apt without an apple id? (I have been locked out of my account. It's a bad day.),@450266 We’re here to help. Let’s team up in DM and we’ll do our best to assist you.,apple_id_account,2017-10-16 17:43:44+00:00,2017-10-16 17:53:00+00:00
1806425,Since the iOS update my loudspeaker doesn’t work on my phone and sometimes I hear nothing🤔 @applesupport,"@542726 Let's look into this. Was this the iOS 11.0.3 update? Go ahead and send us a DM, please.",ios_update,2017-10-16 17:45:07+00:00,2017-10-16 17:51:38+00:00
1412858,@AppleSupport Text messages and cellular data is working.,@448324 Is the issue happening to multiple contacts? Would you please tell us more about the issue?,messages_imessage,2017-10-16 17:47:34+00:00,2017-10-16 17:55:32+00:00
1420590,I don't want auto brightness #ios11 #ios #appleiphone7 #iphone7 #iphone #apple there is no option to disable auto brightness @applesupport,"@450255 It's still there, but now in Accessibility. This article will help:",device_settings_features,2017-10-16 17:48:05+00:00,2017-10-16 17:58:29+00:00
1332370,@AppleSupport It freezes out of the blue the apps are slow &amp; i constantly have to hard reset my phone.,"@430824 So we can look into this with you in detail, let's connect over in Direct Message.",performance_crash,2017-10-16 17:55:20+00:00,2017-10-16 18:02:34+00:00
1416943,@AppleSupport I can’t even leave the chat. I’m in other group chats but this is the only one that’s messing up.,@449322 Thanks for clarifying. We would suggest deleting this conversation and having someone in it message to tap you back in.,messages_imessage,2017-10-16 17:58:33+00:00,2017-10-16 18:16:32+00:00
1429752,My iPhone freezes A LOT since the last iOS 11.0 update. #iPhone #Apple #iOS #iOS11_0 @115858 @AppleSupport !!!!!!!,@452056 We want your iPhone experience to be great. Send us a DM with more details so we can help you with your issue.,performance_crash,2017-10-16 18:05:21+00:00,2017-10-16 18:08:00+00:00
1429780,"@115858 @AppleSupport 1/2 HiSierra install caused MacBook Air to crash on Friday, 13th Oct. Apple charged 2500 to flash OS.",@452062 We'd like to help you out if we can. Would you tell us more about what's going on please?,performance_crash,2017-10-16 18:05:28+00:00,2017-10-16 18:18:00+00:00
1412870,@AppleSupport And safari glitches and takes a long time to refresh and let me actually use the phone. The screen gets frozen for like 5 mins,@448325 We want to help. What model of device are you using? DM us and we can start troubleshooting from there.,performance_crash,2017-10-16 18:08:08+00:00,2017-10-16 18:17:34+00:00
1416936,@AppleSupport Yup and the Mac App Store way isn’t working. When I hit download it might say calculating but nothing happens.,@449321 We certainly want to take a closer look into this. Select the following link to join us in a DM.,apps_app_store,2017-10-16 18:08:52+00:00,2017-10-16 18:15:35+00:00
1821200,@AppleSupport yo fuck ur update fix this shit my Bluetooth and sound are fucked,@546749 This is not the experience we want you to have. What issues are you having with your sound and Bluetooth? Let us know in DM.,device_settings_features,2017-10-16 18:11:19+00:00,2017-10-16 18:16:00+00:00
1407830,@AppleSupport It just started about 2 weeks ago for no apparent reason but slowly the flickering became more and more noticeable,@447237 Did this begin after updating or upgrading the macOS? Do you have any peripherals connected to the Mac?,performance_crash,2017-10-16 18:11:41+00:00,2017-10-16 18:23:00+00:00
1346221,"@AppleSupport Basically, switching between Finder and apps is very laggy. It used to be instantaneous, but now takes a few seconds. Not always though...","@433918 Okay, does this occur with all users? Also, what version of macOS High Sierra are you currently on?",performance_crash,2017-10-16 18:15:23+00:00,2017-10-16 18:19:36+00:00
1821206,"@115858 @AppleSupport iOS11 turned my iPhone 6+ from working well—&gt; tortoise-slow. I've killed space &amp; apps, no improvement. Thanks a lot.","@546752 Hey, we can work together to get your iPhone back up and running smoothly. DM us the exact iOS version. We'll continue there.",performance_crash,2017-10-16 18:15:53+00:00,2017-10-16 18:18:00+00:00
1429736,@115858 @AppleSupport I did the update and now my phone has a mind of its own. Shuts off and super slow reaction time. #PleaseHelp,@452053 We are here to help. DM us which iOS device you are using and we can take a look at this.,performance_crash,2017-10-16 18:16:36+00:00,2017-10-16 18:24:00+00:00
1420649,"@AppleSupport It's an iPhone 6, 64gb in case that makes any difference.",@450270 Let’s team up in DM and we’ll do our best to assist you.,sim_cellular_network,2017-10-16 18:25:33+00:00,2017-10-16 18:33:00+00:00
184574,@AppleSupport my phone glitches all the time.,@159452 We're here to help. Please DM us via the following link with any details you can provide regarding what takes place.,performance_crash,2017-10-16 18:34:44+00:00,2017-10-16 18:51:00+00:00
184563,@AppleSupport yooo! My phone freezes literally 70% on apps and gets stuck for half an hour to load. This is ridiculous.,"@159446 We want you to enjoy your iPhone; we'll do all we can to help. To get started, let us know your iOS version via DM:",performance_crash,2017-10-16 18:39:31+00:00,2017-10-16 18:44:31+00:00
1439428,@AppleSupport any idea if Apple are planning on changing where the volume is shown on the screen. It’s really annoying when watching a video,@454051 We love feedback. Be sure to submit yours here:,device_settings_features,2017-10-16 18:42:49+00:00,2017-10-16 18:47:00+00:00
1434369,@AppleSupport It's getting very hot. The screen freezes occasionally. Key lock is broken @115858,@453035 Which iPhone model are you using? Is the lock button physically broken? DM the answer below.,performance_crash,2017-10-16 18:42:50+00:00,2017-10-16 18:49:03+00:00
1434356,"@AppleSupport Its windows 7 &amp; 10, programs freezes and then fails I've reinstalled on both md seems to be some what stable","@453033 Thanks for clarifying. There is an order to the uninstall, and you could see if it helps:",performance_crash,2017-10-16 18:50:01+00:00,2017-10-16 19:01:31+00:00
1439363,"@AppleSupport I have an iPhone 7 and apps are consistently freezing. When using usb in the car, the music stops and plays the 1st song in my library.",@454037 Got it. Can you DM your complete software version number from Settings &gt; General &gt; About?,performance_crash,2017-10-16 18:52:37+00:00,2017-10-16 18:59:31+00:00
1439417,@AppleSupport It’s happens randomly if I search something and it freezes sometimes and things won’t load,@454049 Thanks. If using a different search engine in Safari do you receive the same error message? Settings&gt;Safari&gt;Search Engine.,performance_crash,2017-10-16 18:55:48+00:00,2017-10-16 19:06:00+00:00
1445769,"@AppleSupport I can’t purchase anything since I upgraded my software, it keeps asking for a billing address which is provided. #Frustrated",@455496 We've received your DM and will respond to you there shortly.,purchases_billing,2017-10-16 18:57:58+00:00,2017-10-16 19:15:07+00:00
1442834,"Updated my phone to latest IOS, worst mistake I’ve made to date. phone running super slow &amp; keeps crashing. #Avoid #Worst @AppleSupport",@454779 That's not what we want you to experience. Does this happen with all apps or just one specifically?,performance_crash,2017-10-16 19:01:48+00:00,2017-10-16 19:08:26+00:00
1442815,"@AppleSupport since updating to latest iOS when connected to my car Bluetooth my contacts are not now transferring over, any help?",@454770 Is this happening on iOS 11.0.3? Send us a DM and let us know more details.,device_settings_features,2017-10-16 19:03:39+00:00,2017-10-16 19:09:00+00:00
1442833,@AppleSupport It’s been happening with all apps. Phone will just freeze for a good few minutes. Very annoying 😕,@454779 We want you to be able to have your iPhone working as expected. Have your apps been updated to their latest version?,performance_crash,2017-10-16 19:14:01+00:00,2017-10-16 19:31:00+00:00
1442858,@AppleSupport I purchased it from my computer but I am also a Apple Music Subscriber,@454788 Thanks. Which iPod are you using?,purchases_billing,2017-10-16 19:14:44+00:00,2017-10-16 19:25:00+00:00
1445695,"Oh here we go again, @AppleSupport, 1GB+ of iOS update being pushed to my phone over and over, forcing manual deletion. Same for 11 as 10.",@117674 We'd be happy to assist. Have you tried installing the update using iTunes? Just follow these steps:,ios_update,2017-10-16 19:18:07+00:00,2017-10-16 19:24:00+00:00
1417027,@AppleSupport Besides the freezing the other issues is just apps won’t refresh like they normally do when I open them,@449339 Please DM us and let us know which specific apps this happens with.,performance_crash,2017-10-16 19:18:27+00:00,2017-10-16 19:25:00+00:00
1445689,@AppleSupport I just rstrted &amp; it’s connected nw. Isn’t it strange that we hv to restart our #iPhone to solve glitches!! This wasn’t d case earlier iOS ☹️,@451101 We're glad to hear that helped. Let us know if it happens again.,performance_crash,2017-10-16 19:20:03+00:00,2017-10-16 19:24:00+00:00
1449373,Did apple take away “apps” &amp; a way to update apps in the updated iTunes? @AppleSupport @115858,@456327 We're here to help. Let's take this to DM so we can better assist you.,apps_app_store,2017-10-16 19:24:45+00:00,2017-10-16 19:32:00+00:00
1454675,@AppleSupport why does my iPad keep losing wifi signal ? I do forget network re join and it keeps asking for PW or change network on its own,@157656 Does this happen for multiple Wi-Fi networks or only one network you are connecting with?,device_settings_features,2017-10-16 19:25:49+00:00,2017-10-16 19:45:00+00:00
1235045,"@AppleSupport The main one,a game my son plays, it stopped working upon the update to ios11 but still runs on my wife's phone, LEGO Batman DC Super Heroes",@409682 What happens when you try to open the app? Have you tried restarting the iPhone?,ios_update,2017-10-16 19:28:16+00:00,2017-10-16 19:34:33+00:00
1445718,"@AppleSupport (2/2) I have WiFi and Bluetooth turned off, location settings only when using the apps, I close out of all my apps when I finish using them","@455487 Those are all great steps. We'd like to gather some more details, please meet us in DM.",device_settings_features,2017-10-16 19:30:21+00:00,2017-10-16 19:37:31+00:00
1454648,@AppleSupport my phone is still lagging and apps are freezing. Update 11.3 helped but did not solve the issue. #stillloveyouguys,@457620 We'd love to look into this with you. Send us a DM to get started.,performance_crash,2017-10-16 19:33:36+00:00,2017-10-16 19:49:00+00:00
1454672,@AppleSupport why is it that your own AppStore app is literally the worst on my iPhone. Takes about 10 hours to ever load.,@457627 We'd be happy to look into this with you. Please reach out to us via DM and we'll get started.,apps_app_store,2017-10-16 19:38:27+00:00,2017-10-16 19:45:02+00:00
1454616,@AppleSupport I updated my iPhone to the newest software today since then it keeps freezing and turning off! Coincidence how the 📞 is out!,@457612 We are here to help. DM us which iOS device you are using and we can take a look at this.,performance_crash,2017-10-16 19:40:43+00:00,2017-10-16 19:50:28+00:00
1449383,@AppleSupport I know how to turn off my ficking Bluetooth. it should not be turning on in the first place!,@456331 Understood. Have you tried any troubleshooting yet? We only ask so that we can attempt to avoid duplicating your efforts.,device_settings_features,2017-10-16 19:41:36+00:00,2017-10-16 19:53:56+00:00
1449285,"@AppleSupport 4 times I rebooted, bro. FOUR!! This is why I’m asking y’all for support 🤷‍♂️🙏","@456304 Got it! Do you have any Restrictions enabled in Settings &gt; Restrictions? Also, are you an active Apple Music member?",performance_crash,2017-10-16 19:44:15+00:00,2017-10-16 19:51:32+00:00
1821827,@AppleSupport any suggestions on what to do with iTunes 12.7 hanging on launch on High Sierra? Restarting/reinstalling do not help.,@546910 You're in the right place. We're eager to get this resolved for you. Great steps you've taken so far. Please join us in DM.,performance_crash,2017-10-16 19:44:48+00:00,2017-10-16 19:53:56+00:00
1454518,@AppleSupport Trying to send a pic from photos to iMessage and it locks up. I hate this newest update!,@248711 Let's see how we can help over Twitter. Which device model do you have and is iOS 11.0.3 installed? Any steps tried so far?,messages_imessage,2017-10-16 19:49:11+00:00,2017-10-16 19:57:30+00:00
1456552,Are y’all going to fix the issue with the brightness? What happened to it automatically adjusting! 😡 #annoyed @AppleSupport,"@458066 Hello Rita, we'd be happy to look into this with you. Can you tell us what's going on with your brightness?",device_settings_features,2017-10-16 19:56:35+00:00,2017-10-16 20:04:38+00:00
1456538,Phone is freezing after latest update @AppleSupport . It’s now a bit annoying,@458062 We don't want to see your iPhone struggling. Let's see what's up. Do you notice it freezing more during anything particular?,performance_crash,2017-10-16 20:05:22+00:00,2017-10-16 20:17:02+00:00
1329303,@AppleSupport I had asked Siri for directions. Phone froze. Did this for about an hour.,"@430158 Were you able to get it booted back up? If not, try to force it to restart with these steps:",device_settings_features,2017-10-16 20:06:02+00:00,2017-10-16 20:16:34+00:00
1464602,11.0.3 still hasn't fixed #ios11 to be as solid as 10. There are still tons of small lags. The Apple polish has been lost @AppleSupport,@459955 Talk to us. What's going on with your device on iOS 11.0.3? We'd like to help. DM us the details.,performance_crash,2017-10-16 20:06:11+00:00,2017-10-16 20:09:29+00:00
1456555,@AppleSupport my brand new iphone 8+ keeps restarting. it will work for a while then it will just randomly reboot a couple of times.,@458067 We're happy to help. Did this just start happening? Which iOS version do you have? Does it happen when using a certain app?,performance_crash,2017-10-16 20:08:39+00:00,2017-10-16 20:19:29+00:00
1456690,@AppleSupport can i update from ios 10 to 11 using mobile data?,@458099 Hi there. You'd have to be connected to Wi-Fi to perform an update over-the-air. Learn more here:,sim_cellular_network,2017-10-16 20:11:43+00:00,2017-10-16 20:14:49+00:00
1831724,@AppleSupport @115858 #ios11 that folder glitch though...,@549595 We're happy to look into this with you. Let us know which device and version of iOS you're using via DM. We'll go from there.,performance_crash,2017-10-16 20:16:15+00:00,2017-10-16 20:26:00+00:00
1470713,"@AppleSupport Ever since the update to IOS11, the video player freezes, it skips and it’s just plain horrid. Ruined my phone.",@461368 We're happy to help. Are the videos downloaded for offline play or streaming? Does it happen on both Wi-Fi &amp; cellular data?,performance_crash,2017-10-16 20:19:41+00:00,2017-10-16 20:33:00+00:00
1429705,@AppleSupport iOS 11 on my iPad mini 2 runs sluggish. Difficult to use Split View as it lags badly :(,@458059 We'd love to help get Split View working right on your iPad. Which specific iOS version are you using?,performance_crash,2017-10-16 20:21:35+00:00,2017-10-16 20:27:29+00:00
1470723,@AppleSupport can I go back before the last update. Half my apps r crashing and phone has slowed down. A year to come up with this? #Android,"@461372 Let’s team up to see what’s causing this. First, which apps are slow to respond?",performance_crash,2017-10-16 20:27:23+00:00,2017-10-16 20:35:00+00:00
1470725,Please FIX the iOS 11 Battery life literally after the update the battery drains faster then it did on iOS 10... @AppleSupport @115858,"@461373 Hey, we can look into the battery life together. DM us the exact iOS version and we'll work together.",battery_charging,2017-10-16 20:29:24+00:00,2017-10-16 20:35:00+00:00
1470680,"What is wrong with the App Store man, it’s been tweaking ever since iOS 11 and it’s very annoying. Fix it. @AppleSupport @118936 @115858",@461358 Glad to help. Are you connected to Wi-Fi there. What seems to be happening with the App Store?,apps_app_store,2017-10-16 20:31:11+00:00,2017-10-16 20:40:26+00:00
1470708,"@AppleSupport Streaming, and yes it happens on WiFi and cellular,",@461368 Thanks. Which application are you using to stream videos or does it happen on multiple streaming apps?,device_settings_features,2017-10-16 20:33:35+00:00,2017-10-16 20:38:00+00:00
1832002,"@AppleSupport my phone crashes randomly, turns on and off by its self at random times &amp; wont keep a charge longer then 30 mins. Apple sucks",@549673 We know how important it is for the iPhone to run as it should. Select the following to join us in a DM and we'll continue there.,performance_crash,2017-10-16 20:46:15+00:00,2017-10-16 20:52:30+00:00
1831970,"#iOS11 is the worst iOS Apple ever released ! was it even ready ? my iPhone 7 crashes, freezes, and drain battery like hell ! @AppleSupport",@549663 We're here to help. We understand the frustration these issues can cause. Are you on iOS 11.0.3? Let us know in DM to continue.,performance_crash,2017-10-16 20:47:11+00:00,2017-10-16 20:51:27+00:00
1474122,@AppleSupport The biggest issue I am having at the moment is my phone freezing and being kicked out of apps. Specifically Snapchat at the moment,@462197 Do you know if all the apps including Snapchat are up-to-date on the iPhone? Let us know in DM to proceed.,performance_crash,2017-10-16 20:47:19+00:00,2017-10-16 20:53:30+00:00
1477512,@AppleSupport how do I get texts/iMessage to show up on ALL my devices? iPhone 6 and iPad 4 mini,@313541 We're happy to help. Check out this article: Let us know if that resolves the issue.,messages_imessage,2017-10-16 20:52:33+00:00,2017-10-16 21:00:00+00:00
1477500,"Dear @AppleSupport in your latest update that I did last night, I now cannot turn on my wifi. Please fix!",@463062 We can help you. Please provide us with your device model via DM with the following link.,device_settings_features,2017-10-16 20:58:21+00:00,2017-10-16 21:08:25+00:00
1832528,@AppleSupport I have a blue status bar with the airplay icon in may iphone 7 every time I turn it on. And I'm not mirroring ¿why? Thanks!,"@549804 Hey there! We're happy to help! Join us in DM with a screenshot of what you're seeing, so we know how to best proceed.",device_settings_features,2017-10-16 20:59:09+00:00,2017-10-16 21:13:25+00:00
1480771,@AppleSupport hello with ios11 I cant connected with personal hotspot by using wifi ( its taken along time and it failed ),"@463831 Understood. Which version of iOS do you have installed, and which iOS device model are you using?",device_settings_features,2017-10-16 21:05:30+00:00,2017-10-16 21:14:36+00:00
1480769,"@115858 @AppleSupport the new update is making my photos disappear, and only come back with WiFi please get this fixed",@463830 We know how important your photos are. Reach our Photos experts here:,device_settings_features,2017-10-16 21:05:38+00:00,2017-10-16 21:14:42+00:00
290219,@115858 how can this new update cause so many issues?? Having to reset my phone 15 times a day because it freezes is not fun @AppleSupport,@185138 Is iOS 11.0.3 the version installed currently? Which model do you have? Let us know both details in DM here:,performance_crash,2017-10-16 21:10:11+00:00,2017-10-16 21:23:30+00:00
1480747,@AppleSupport After the iOS 11.0.3 upgrade the keyboard shortcuts in landscape mode have disappeared. How do I get them back?,@463824 We'd love to work together on this with you. Meet us in DM and we'll take a look together:,device_settings_features,2017-10-16 21:14:57+00:00,2017-10-16 21:21:33+00:00
290164,@AppleSupport My iPhone 7 battery drains easily even when I am not using it. I already turned on the low battery function of my phone. Still issue persist,@185124 We're happy to assist you. DM us your complete software version from Settings &gt; General &gt; About &gt; Version.,battery_charging,2017-10-16 21:17:02+00:00,2017-10-16 21:25:27+00:00
1480731,"@AppleSupport Took a pic of my cat earlier- came out like this (no filter etc) Any idea why? Not a big deal, just wondering #iPhone8 #ios11",@403391 That doesn't seem to be expected behavior. We're happy to look into this with you. Is this occurring with all pictures taken?,sim_cellular_network,2017-10-16 21:17:26+00:00,2017-10-16 21:26:33+00:00
1480725,@AppleSupport my phones been super laggy and occasionally freezes on my 6s with iOS11. I’m about to be done with it,"@463820 We want you to enjoy using your iPhone. Tell us the version of iOS 11 it’s on, and we’ll do all we can to help out.",performance_crash,2017-10-16 21:24:59+00:00,2017-10-16 21:28:37+00:00
1484169,Hey @AppleSupport what happened with this iOS 11? Since the upgrade the battery life deteriorated a lot. 30h then 8h now.,"@464653 We'd love to discuss this further with you. Which version of iOS 11 are you using, and on what device?",battery_charging,2017-10-16 21:27:39+00:00,2017-10-16 21:37:00+00:00
1445694,"@AppleSupport Hi, you asked if you can help. So... How do I stop iOS updates from automatically downloading? Deleted two so far: 2.6GB of unwanted data.",@117674 iOS updates auto download as they often include important security changes. Feedback can be left here:,ios_update,2017-10-16 21:28:51+00:00,2017-10-16 21:37:00+00:00
1078275,Hey @AppleSupport. Updated to the newest ios and now my phone doesn't display volume settings.,@327975 We'll be happy to help! Can you tell us where on the iPhone the volume settings are missing?,device_settings_features,2017-10-16 21:36:26+00:00,2017-10-16 21:41:00+00:00
1487465,"iOS 11 killing my battery on less than year old 7 Plus. Turned off background app refresh, location services and more. Help @AppleSupport.",@465472 We're here for you! What version of iOS 11 is showing under Settings &gt; General &gt; About &gt; Version?,device_settings_features,2017-10-16 21:40:50+00:00,2017-10-16 21:47:00+00:00
1489613,What’s with @115858 @AppleSupport deciding my alarm won’t play out loud if it’s on silent. Kinda defeats the object of an alarm🖕🖕🖕🖕,@465982 We want to help! What model of iOS device are you using? Do you have the most recent version of iOS 11.0.3 downloaded?,device_settings_features,2017-10-16 21:41:09+00:00,2017-10-16 21:44:29+00:00
1412656,@AppleSupport It happens on both accounts. It also tends to freeze and storage is not an issue as I regularly delete photos/apps etc,@448280 Got it. Let's go ahead and move to DM and we'll continue to look into this.,performance_crash,2017-10-16 21:42:37+00:00,2017-10-16 21:49:00+00:00
1487464,"@AppleSupport Thanks for the reply. Have updated to 11.03, screen brightness barely half and other items I mentioned. Still not nearly the life as before.",@465472 Thank you. How long ago did you install iOS 11.0.3? Please DM your answer. We'll meet there to continue.,device_settings_features,2017-10-16 21:49:22+00:00,2017-10-16 21:58:00+00:00
1489572,"@AppleSupport okay i have a new problem, i updated lastnight to the recent update and now my apps wont update/ it takes 800yrs; what gives?",@465972 We can help you get those apps updated. Does this happen even after a restart? What about while connected to another network?,apps_app_store,2017-10-16 22:00:18+00:00,2017-10-16 22:11:00+00:00
1489593,"Well since I have update my iPhone 5s with #IOS11, it's been the slowest phone I had. Bug when calling, take 30 seconds to open apps or camera. @AppleSupport I was and I still am a fan of your product but please stop your planned obsolescence! I beg you it's not fun...",@465977 We know your iPhone is important and we want to help. DM us and we'll get started.,performance_crash,2017-10-16 22:00:25+00:00,2017-10-16 22:08:35+00:00
1489604,Will I lose everything on my phone if I make a new Apple ID? @AppleSupport,@465980 Great question! Help is here. Any purchases made on your previous Apple ID will not be accessible through the new Apple ID.,apple_id_account,2017-10-16 22:02:25+00:00,2017-10-16 22:07:29+00:00
1489523,"@AppleSupport any way to enable a number row on the #ios11 keyboard? Can’t get used to these key flicks, there driving me insane. 😩",@287027 We know how important it is to have options on your keyboard. Check this article here:,device_settings_features,2017-10-16 22:03:22+00:00,2017-10-16 22:14:31+00:00
1492818,"@AppleSupport ever since I installed iOS 11.0.3, my proximity sensor for calls no longer works and when I restart my phone bluetooth is automatically on, how can i fix this?",@466666 We're here to help! Meet us in DM with additional details to get started:,device_settings_features,2017-10-16 22:06:11+00:00,2017-10-16 22:22:13+00:00
1492799,@AppleSupport this new iPhone update is awesome.. debating if frozen apps or an overall slower phone is my favorite part,@466660 Hey there. We're here to help. Which iPhone model do you have? Let us know in DM.,performance_crash,2017-10-16 22:20:42+00:00,2017-10-16 22:25:09+00:00
1442807,@AppleSupport It won’t let me update to that. is the iphone SE suppose to update to ios 11.0.3,@454768 Let's team up in a DM. We'll be able to assist you there:,ios_update,2017-10-16 22:20:58+00:00,2017-10-16 22:31:00+00:00
1495573,Hey @AppleSupport can we have the option of turning off auto brightness back,@467256 If you are using iOS 11 you can locate that option under Settings &gt; General &gt; Accessibility &gt; Display Accommodations.,device_settings_features,2017-10-16 22:21:17+00:00,2017-10-16 22:30:00+00:00
1489522,"@AppleSupport There is no option to add numbers that I can see on my iPad Pro 2, don’t want to use an unofficial keyboard, as some apps don’t allow them.",@287027 We'll certainly take a closer look. Select the following link to join us in a DM and we'll continue there.,device_settings_features,2017-10-16 22:24:15+00:00,2017-10-16 22:30:28+00:00
922319,@AppleSupport It only happens when the bluetooth is enabled.,@162740 DM which iPhone and specific iOS version are you using currently.,device_settings_features,2017-10-16 22:37:03+00:00,2017-10-16 22:44:00+00:00
1492805,@AppleSupport I use spotify but when the music is playing it doesn’t appear in the blocked screen or control center,@466661 Is Spotify the only App behaving this way?,device_settings_features,2017-10-16 22:37:11+00:00,2017-10-16 22:44:33+00:00
1484144,"@AppleSupport The screen glitches, almost as if someone is touching the screen while I am. It’s typed messages and searched stuff that I didn’t type. It’ll go on for a minute then stop, and then do it again",@464647 Are you using any sort of glass screen protector with the iPhone? Can you DM us the exact version of iOS 11 you are running?,performance_crash,2017-10-16 22:44:18+00:00,2017-10-16 22:48:31+00:00
1497822,@AppleSupport my iPhone 5s is suffering from horrific battery drain since you iOS 11 update. Help me!,"@467758 Meet up with us in DM, and we'll get to work on that battery issue you're having.",battery_charging,2017-10-16 22:45:21+00:00,2017-10-16 22:57:01+00:00
1497861,"Hey @AppleSupport I keep getting fake (and disappearing) text messages on my iPad Pro that my Apple product has been delivered. Weird, huh?",@467769 Thanks for reaching out to us. Please send us a DM and we can speak to you there.,messages_imessage,2017-10-16 22:47:14+00:00,2017-10-16 22:54:00+00:00
1833457,When you buy the iPhone 7 Plus and @AppleSupport releases an update that completely destroys your phone. Love the constant freezing!,"@292264 Hey, we want you to enjoy your new iPhone. Send us a DM and we'll work together to get everything sorted.",performance_crash,2017-10-16 22:51:26+00:00,2017-10-16 22:57:01+00:00
1504333,"Hello @AppleSupport, Every night I turn off my iPhone’s wifi, but every morning I wake up to find it on again. Is this normal? Using 11.0.3",@469145 We'd be happy to look into this with you. How are you turning the Wi-Fi off on your iPhone at night?,device_settings_features,2017-10-16 23:21:21+00:00,2017-10-16 23:26:40+00:00
1504332,@AppleSupport I swipe up from the bottom of the screen to use Control Center. I switch the wifi and BlueTooth buttons (Bluetooth doesn’t turn itself on).,@469145 That's expected in iOS 11 as the Wi-Fi is just disconnecting. Check this article for more info:,device_settings_features,2017-10-16 23:29:27+00:00,2017-10-16 23:35:31+00:00
1504371,@AppleSupport Apple doesn't provide developers a way to refund in app purchases so you can either contact them and have the charges reversed Per them,@469156 We're gong to want to get the iTunes Store experts involved here. Reach out to them direct:,purchases_billing,2017-10-16 23:31:16+00:00,2017-10-16 23:35:31+00:00
1509989,@AppleSupport I can’t download an app or song in iOS 11.0.3 ! Is buggy as hell,@470480 We're here to help. Could you elaborate on what's happening? What happens when you try to download an app/song?,apps_app_store,2017-10-16 23:40:15+00:00,2017-10-16 23:53:00+00:00
1824387,@AppleSupport my iPhone 6s crashes every day since I downloaded IOS11... I downloaded iOS 11.0.3 today and now it’s every 10 minutes,@547656 That is not how you're iPhone should be performing. We're here to help. Meet us in DM and we'll take a look at this together.,performance_crash,2017-10-16 23:40:51+00:00,2017-10-16 23:51:38+00:00
1509904,Hey @AppleSupport you mind fixing the bug that’s causing all my contacts to be without names in iMessage? Kthxbye,@470455 We'll be happy to look into this. DM us which device you're using and we'll get started.,messages_imessage,2017-10-16 23:52:09+00:00,2017-10-16 23:58:00+00:00
1513912,@AppleSupport I was charged twice for an in-app subscription,@471278 We're happy to help. We never want you to get charged twice for anything. Our iTunes Team can help:,purchases_billing,2017-10-16 23:53:07+00:00,2017-10-17 00:01:29+00:00
1516667,"@AppleSupport I got an email from AppleIDSupport, but how can I be sure it's not a fake email?",@471879 We've received your DM and will work with you there.,apple_id_account,2017-10-17 00:02:06+00:00,2017-10-17 00:21:01+00:00
1513876,@AppleSupport downloaded iOS.11.0.3 last night. My phone has frozen about 30 times today and requires a hard reset to sort it.,@471269 We'd like to investigate further with you. Send us a DM and we can troubleshoot more from there.,performance_crash,2017-10-17 00:05:59+00:00,2017-10-17 00:14:00+00:00
1824507,Called @AppleSupport for public WiFi connectivity issues. Agent told me to reset network settings while I was on phone. No callback. 🤦🏻‍♀️,"@547699 We'd love to continue working with you to fix your Wi-Fi problem! Please send us a DM, and we'll continue there.",device_settings_features,2017-10-17 00:10:16+00:00,2017-10-17 00:18:55+00:00
1513889,"@AppleSupport iOS 11.0.3, apps fail to launch, won’t refresh their data.I have full cell signal and an iMessage takes a full minute to send","@471272 Got it. We'd like to collect some specifics on impacted apps and steps you've taken, let's meet in DM to continue:",messages_imessage,2017-10-17 00:13:29+00:00,2017-10-17 00:26:29+00:00
1516647,@AppleSupport Watch on os4 does not change time to reflect local time zone after coming off airplane mode. Phone adjusts. They do connect.,@471875 We want you to be able to use the Apple Watch when changing time zones. Does it change after it connects to the iPhone?,device_settings_features,2017-10-17 00:14:02+00:00,2017-10-17 00:23:26+00:00
1338889,"@AppleSupport Like I mentioned before, it happens randomly. I only have Bluetooth on when I am driving.","@432301 When the device is connected via Bluetooth to the car, are you able to control it still using your vehicle? Tell us via DM.",device_settings_features,2017-10-17 00:17:41+00:00,2017-10-17 00:24:30+00:00
1516634,"@AppleSupport can’t install iOS 11.0.3 on iPad Pro...installed on iPhone 7 no problem, but “an error” occurs every time.",@471871 We want to help! Were you able to try installing the update through iTunes on a computer instead?,ios_update,2017-10-17 00:18:19+00:00,2017-10-17 00:27:55+00:00
