customer_tweet_id,customer_text,support_reply,intent,notes
1707734,@AppleSupport It’s not happening with any specific apps. It happens all the time. Connected to WiFi. No connected to WiFi. Home. Public. Wherever I am!,@517508 Thanks for the additional details. We'd like to continue looking into this with you. Send us a DM and we'll go from there.,sim_cellular_network,4.0
2440818,"But now, I can't seem to do that any more. It seems that either I restrict app installation or I don't: you have removed the distinction between free downloads and not-free downloads???? THIS IS REALLY INCONVENIENT. @AppleSupport",@649139 We received your DM and will continue there.,sim_cellular_network,4.0
1558812,Okay the question mark still comes out lol wtf @AppleSupport,"@481746 Thanks for contacting us, we're here for you. Please follow the steps in this support article:",performance_crash,3.0
1931373,Has anyone else’s @115858 watch screen popped off? Mine sprung across the room for no reason and is completely useless now. @AppleSupport,"@574742 We want you to enjoy your Apple Watch; we'll do all we can to help. To get started, connect with us in DM here:",performance_crash,
407077,@AppleSupport fuck ur update! my iphone 6 feels like a 6 year old phone now! thanks to ur ios update :) moneymaker,@212025 We want you to experience the performance you expect from your iPhone. Select the following link to join us in a DM.,performance_crash,3.0
2726866,Why does every time I️ day I️ it looks all weird? @AppleSupport I️ I️ I️,"@764677 We can help clear things up for you. Just to get started, which version of iOS are you using? You can check that at Settings &gt; General &gt; About.",performance_crash,
2093887,"@AppleSupport just received my iPhoneX, my photos aren’t transferring from old to new device. HELP! I have iCloud photo stream on. Only 159 pictures out of over 22,000 transferred.",@284432 We'd love to help you get your photos on your new iPhone X. Let's meet up in DM and discuss it.,performance_crash,3.0
2279225,"Bro do another update, I can barely switch between apps @AppleSupport","@662661 We’d love to help. To start, please send us a DM with more details on the behavior you’re experiencing.",apps_app_store,
2690813,"@AppleSupport iPhone 6, 11.1.2, last night around 12am and I did uninstall it and re install it and it still doesn’t work","@756458 To clarify the issue, are you meaning the Music app isn't opening? If so, what happens when you try to open it? Have you tried to restart your iPhone?",apple_id_account,
2013358,I️ 👈 is so annoying!!!! @AppleSupport please fix this!!!,@595334 Thanks for reaching out. We have a workaround for this here: DM us if you still need help.,icloud_photos,
563069,@AppleSupport I’ve got shit to do. I can’t call you guys every single time you run another buggy update. This is unacceptable.,@251809 Let's work together in DM. We'll assist you there.,messages_imessage,9.0
2858333,@applesupport iPhone@6s still unbearably slow after iOS 11.1 and 11.1.2 super laggggy.when is it going to be fixed?!,@794346 We can help! Would you mind please joining us in DM? We'd like to start troubleshooting.,sim_cellular_network,3.0
556072,@AppleSupport Very clever. But did we really need it? Why clutter the home screen needlessly? I really don’t see the need for it. Do you?,"@249895 You can submit feedback about the things that matter to you on our feedback page: We may not reach out to you about your feedback, but our engineers and developers read the messages they receive.",performance_crash,
2549905,@AppleSupport LIKE ACTUALLY WHAT IS THIS!,@724471 Our Apple ID team will be glad to partner with you on this. Reach out to them:,apps_app_store,6.0
2284833,@AppleSupport make this glitch stop pls,"@663960 We'll be happy to help. iOS 11.1.1 was recently released and it includes a fix for autocorrect issue. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up:",icloud_photos,7.0
1151823,Hello @AppleSupport take a look at this email please.,@391055 We're here to help! This appears to be a phishing attempt. Here's how to handle it:,icloud_photos,
1033272,@AppleSupport other than quitting Safari. Have you got any good ideas about dealing with these?,@364467 We'd recommend trying the steps here:,apps_app_store,4.0
2510950,@AppleSupport Yes. I’ve done it already,@254582 We'd like to help you further on this. Please meet us in DM using this link:,performance_crash,3.0
1583045,@115858 @AppleSupport why can you no longer see the battery percentage on the iPhone X?,"@359349 Great question. We can help! Now, you can swipe down from the top right to reveal the battery percentage on your iPhone X.",apps_app_store,6.0
1778449,Anyone else having issues uploading Instagram videos with the #iPhoneX - mine are getting distorted @AppleSupport,"@534344 We'd like to see how we can help. DM us with the iOS version on your iPhone X, and we'll get started.",icloud_photos,7.0
1804616,.@AppleSupport iPhone update sucks! Message notifications don’t show on locked screen. Trouble reading incoming messages when in message 😡,@542224 No worries! You've come to the right place for help. Send us a DM and we'll look into this further with you.,apps_app_store,4.0
2018466,Hey @AppleSupport i️ would love to use the first person singular pronoun to refer to myself again... without a question mark and a box A.,@596934 We'd love to help. Send us a DM with your iPhone model and iOS version you're running. We'll go from there.,sim_cellular_network,4.0
51692,@AppleSupport my phone is updated so WHY AM I️ SEEING BOXES??,@127611 Hi. We are here to help. Can you please give us some specifics of what is occurring on your device?,apple_id_account,7.0
1053680,@AppleSupport App Store not downloading apps using iOS 11.0.3 on 2017 iPad. Works fine on my 6s with iOS 10.3.3,@368970 We'd like to help. If you are having issues downloading apps take a look at the following link:,icloud_photos,5.0
96921,@AppleSupport I trained to get a medal. Can not calculate the activity app 😬 itself was an average of 47.2,"@137154 We'd be happy to look into this with you and figure out what happened. Which version of watchOS are you running? You can check this in the Apple Watch app, under General &gt; About. Also, which iOS version is your phone running in Settings &gt; General &gt; About &gt; Version?",sim_cellular_network,5.0
1566055,Pls help @AppleSupport it only happens in my group chats and happens to my friends too,"@483415 Just to make sure we're clear, these messages show as undelivered, but all your recipients say they are getting them?",apple_id_account,4.0
2004360,@AppleSupport heavy Battery drain on iOS 11.1 on a iPhone 7. Worst than 11.0.3... why don’t you solve this??,"@592714 We'd be happy to look this over with you. Please meet us in DM so we may gather information, and better assist.",sim_cellular_network,4.0
2675397,@AppleSupport Every time I️ use the letter “ i “ it pops up,@630384 Great! Let us know in DM if that persists after updating.,sim_cellular_network,4.0
2014234,@AppleSupport why do your support staff keep saying repair when under uk consumer law you’re obliged to replace or refund in first month,@595592 Please send us a DM. Let us know which device you're using and exact issues you're facing. We'll communicate there:,apps_app_store,5.0
2050438,Error 11.0.2. @115858 @AppleSupport 🙄,@606368 We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in?,apps_app_store,4.0
2123183,"@AppleSupport, I didn’t sign up for localized album covers, how do I disable this crap? iPhone language: English (U.K.) Region: United Kingdom Yes, my payment country is Russia.","@625453 We'd love to look into this a bit further with you. Is this happening with multiple songs, or just this one? Let us know in DM:",sim_cellular_network,5.0
751744,My iPhone has basically been redundant since doing the new iOS update! What’s going on @AppleSupport ?,"@299674 We just released iOS 11.0.3. Try backing up and updating, and let us know if it helps.",apple_id_account,54.0
613015,"@AppleSupport I’m only seeing this bug over social media instead of messages/autocorrect. not sure if it’s from iPhone or Android users, but it did not resolve with the update.",@733734 Are you seeing this issue when you send a message or when reading messages? Let us know in DM; we'll continue from there.,sim_cellular_network,
656279,@AppleSupport wassup man I️ tried to update my MacBook an my shit crashed 🤦🏽‍♂️,@276135 We can help! Let us know what you currently see on screen &amp; we'll go from there.,apps_app_store,
1857314,RIP my battery @AppleSupport,@555428 We can help with battery life. Could you Direct Message us and let us know what device you're using?,performance_crash,
698257,"@AppleSupport Nope it isn't clicked,it happens when I watch a video and when u turn the phone normal it stays fully open...",@286573 Shoot us a DM and we'll look into this a bit further.,sim_cellular_network,5.0
1405460,@AppleSupport It said Finnish is not supported lol,@698530 Learn about the languages Siri currently translates here: Leave any feedback:,apps_app_store,5.0
2518282,@AppleSupport hello i just updated my phone to the newest update and it’s not letting me call ANYONE and i really need to talk to my mom so if u could fix this that would be great,@717339 We're happy to assist. Which iOS 11 version are you currently running? Go to Settings &gt; General &gt; About for the version. What happens when you attempt to make a call? Are you able to receive calls?,sim_cellular_network,3.0
805630,@AppleSupport Charged all the way to 100% last night. Somehow already at 68%. No apps opened.,@311972 Let's take things to DM from here so we can dig a bit deeper into this.,sim_cellular_network,
992359,@AppleSupport How can I revert back to ISO 10 please? 😑,"@355058 We'd be happy to look into these issues with you! Send us a DM, and we'll continue from there.",apple_id_account,6.0
312188,"Swollen Battery on 1st Gen Apple Watch, Screen Dislodged, Apple Support Chat denies Warranty Extension #confused @AppleSupport",@190555 We'd like to gather some additional information regarding your exchange. Please meet us in DM to proceed.,sim_cellular_network,
1753154,Hey @AppleSupport I’m sick of this damn A ? Stuff. Fix it,@528098 Here’s what you can do to work around the issue until it’s fixed in a future software update:,sim_cellular_network,5.0
2806662,@AppleSupport my location services is stuck on requesting data why won’t it shut off,@782788 Hey there. Can you send us a DM and tell us where you're seeing that it is requesting data? Is this in an app? We'll meet you there to help out.,apple_id_account,6.0
690402,@AppleSupport @115858 iOS 11.0.3 Problems Problems Problems!📱7 Plus crap after update!Provide fix! Crash&amp;drain bugs to use phone normally.,@284981 Having a reliable iPhone is important! Let us know exactly how the phone crashes in DM. We’ll help you from there.,apple_id_account,
657226,Anyone else’s phone now buggered cause of the last @AppleSupport iOS download?,@276441 We'd be happy to look into your issues with you. Send us a DM and let us know what's going on.,sim_cellular_network,4.0
253485,Can’t save pictures sent in @4305 to my camera roll (iPhone). Is this a bug with the iOS11? @AppleSupport,@176257 Thanks for contacting us. We'd like to help out the best we can. Does this happen with any other apps?,apps_app_store,5.0
1762221,"@AppleSupport for the love of god, can we get an update for this “I️” nonsense?",@530234 Here’s what you can do to work around the issue until it’s fixed in a future software update:,sim_cellular_network,
184514,"@AppleSupport So still, why the need for cc when you first set up an ID.","@159430 Whether or not you are able to see the payment option of ""None"" is determined by the steps you take when setting up your Apple ID for the first time. This article will provide you with additional information:",sim_cellular_network,4.0
1546812,"@AppleSupport No, I don’t even see that option. Sometimes it sets itself to less than 10% or more than 90%.","@478970 Is it turned off or on if you using the steps under 'About brightness levels' here: Have you tried any steps so far, and which iOS 11 version is installed?",apps_app_store,
927636,@AppleSupport I had low power mode on 😂😂😂 sorry,"@340092 Just to be clear, all 800 photos are back on your device, correct?",sim_cellular_network,4.0
2496361,HELPPPPPPP @AppleSupport,@712420 That's not expected behavior. Let's figure this out. Which iOS version are you running in Settings &gt; General &gt; About &gt; Version,apps_app_store,5.0
1983786,Every single update the volume/ringer interface is supposedly fixed. Still waiting for it ... @115858 @AppleSupport,"@394934 Meet us in DM, then we can take a look at this with you and get your iPhone back to your expectations.",sim_cellular_network,44.0
2841991,@AppleSupport Y’all going to refund me for all the days my Apple Music hasn’t worked?! I’m going to have to drive home listening to the RADIO 😭,@790747 We'd like to look into why your Apple Music is not working. We want you to be able to drive home listening to your tunes. DM us what exactly is going on with your Apple Music. Are you getting any error messages?,sim_cellular_network,4.0
1560015,@AppleSupport This was not helpful in the slightest bit. Thanks for trying to help. This new update is what’s causing the glitch,@482037 We'd like to look into this further with you. Send us a DM by clicking on the link below. We'll continue there.,sim_cellular_network,4.0
1692538,@AppleSupport Et que si je m’éloigne de ma box au bout de 3m c’est le no man’s land ? (Genre la je suis dans la pièce à côté mais en 4g pour écrire),@513694 We offer support via Twitter in English. Contact us for help in your preferred language here:,apps_app_store,
1080466,"@AppleSupport Just a few contacts, not all. I get the red exclamation point. Tried all fixes from link and still nothing. Connectivity is fine as well.","@374881 What type of messages are these? SMS/MMS? And if you restart the iPhone, are you able to send the messages?",apps_app_store,
1065820,Hey @AppleSupport my phone alarm didn’t make a sound for a full hour why are you trying to ruin my life,@371641 We understand depending on our alarms and we want to help. Click the DM link and let us know the exact iOS version to begin.,apps_app_store,56.0
2145640,Hey @AppleSupport! Fix your glitch with the letter that comes after “h”!,@630772 Here’s what you can do to work around the issue until it’s fixed in a future software update:,apps_app_store,4.0
2035102,"Worst #customerservice ever @applesupport - Up to 4th Senior Advisor - no follow up, no call back, no resolution, now a hangup @116333",@601678 We always want the best support experience for our customers. Could you Direct Message us so we can get more information?,other_unclear,Customer-service escalation/complaint rather than a technical calling issue.
311509,"My iPhone 7 doesnthave an ""auto call answering"" option but I sick of it auto answering after few rings. How do I stop it?😡😡💚💚 @AppleSupport",@125404 We'd like to help. Does restarting your iPhone have an impact on the issue? Are you using the phone when it does this?,calls,
273123,@AppleSupport IOS 11.1 UI is broken:Try making a call &amp; at the same time access any other app. The screen splits into 2 &amp; one half its black,"@181230 We'd like to help look into this. To confirm, are you using iOS 11.0.1 or iOS 11.1 beta?",calls,Call-related technical issue.
188639,@AppleSupport I have to restart my phone every single time I want to make a call because the new update messed up with the handset!!!! FIX THIS BUG,@207559 We'd like to know more. Do you have to restart your iPhone when you try to use an app or is it only a phone call?,calls,Call-related technical issue.
386734,@AppleSupport Just the phone call,@207559 Would you please join us in DM? We'd like to understand a bit more about what happens when you receive a phone call.,calls,
2723667,@AppleSupport I purchased extra storage but it's not reflecting. Can you help,@764010 We'd be happy to help. DM us what you're seeing available for iCloud storage and how much you purchased to get started.,purchases_billing,
2493140,Hi @AppleSupport how can I access audiobooks not purchased on iTunes but in the #audiobooks section of my #iTunes library on my #iPhone?,"@711720 We want to help you with Audiobooks. Are these currently in your iTunes library, on your computer?",purchases_billing,
2493135,"@AppleSupport I was expecting them to sync, either via iTunes Match or on iBooks. Ones purchases through iTunes seem to appear in ibooks but others don't","@711720 OK, have you already tried to sync your audiobooks using iTunes on your computer? Check this out:",purchases_billing,
1434221,@AppleSupport They were all purchased from iTunes,@452993 Got it! We'd like to have you check out to redownload your purchases. Keep us posted on how it goes.,purchases_billing,
1423459,@AppleSupport are there any changes or issues with payment service? My method keeps being rejected. It worked perfectly fine a week ago.,@450786 Thanks for reaching out. There hasn't been any changes. We recommend the steps here: Keep us posted.,purchases_billing,
989638,"@AppleSupport the text reactions aren't working in iMessage. also when I FacetTme from my MacBook, the person I'm talking to can't see me",@354437 We can help with both issues. What happens when trying to use reactions? Does this affect multiple contacts?,messages_imessage,
989636,"@AppleSupport when I click on a message, the options do not appear on touch bar. And yes the FaceTime doesn't work for any contact","@354437 Have you been able to restart computer? If so, let's perform an SMC reset and then try:",messages_imessage,
981949,@AppleSupport Would love to be able to delete a group of texts messages at the same time. It shouldn't be that difficult!,"@352820 We can help. Are you trying to delete multiple message threads? If so, tell us the device you’re using, and we’ll go from there.",messages_imessage,
326660,@AppleSupport Nope. Just the exclamation mark saying not delivered. Only to android phones. iMessage works perfect,"@193837 If you go to Settings &gt; General &gt; About, and scroll to Version, are you running iOS 11.0 or 11.0.1?",messages_imessage,
187457,@AppleSupport the new update sucks. Do I need my cellular data on to send texts to non iPhone friends?,@159990 Messages to friends not using iPhones are sent through your cellular carrier via SMS/MMS. Here's more:,messages_imessage,
333090,Hello @AppleSupport is there a bug for this #iOS11 ? Toggle from airplane mode turns on WiFi and Bluetooth,@195337 Thanks for reaching out. Please DM us which device is having the issue. We'll start there,device_settings_features,
1824652,@AppleSupport #iOS11 bug when playing audio with bluetooth (music or spotify app): music sometimes stops for a split second :-(,@547751 We'd like to learn a bit more about the behavior you're experiencing. Is the delay when a connection is established?,device_settings_features,
237547,"Why does my wifi &amp; bt still turned on even i turned em off in control center, it drains my batt ios11.1 @AppleSupport","@172561 Great question! To disable Wi-Fi and Bluetooth, you must visit Settings. Learn more here:",device_settings_features,
1795269,"Extremely unimpressed @AppleSupport! Installed #macOSHighSierra &amp; now my #iMac's #bluetooth #keyboard isn't connected, how do I then log in?","@71966 Let's work on this together. Please turn off the keyboard, then turn it back on: Does that resolve it?",device_settings_features,
711075,"@AppleSupport Yep, immediately to the right of the WiFi icon. Spins continuously unless the phone is locked.",@290057 Let's rule out some possible causes. Does it happen if you disable Background App Refresh?,device_settings_features,
