customer_tweet_id,customer_text,support_reply
2682,@AppleSupport ios 11.0.3 on 6s. Cannot adjust alarm volume so waking up all in my house and neighbours despite ringer being set to minimum!,"@116351 We'd love to help with your alarm volume. Is the option to ""Change with Buttons"" disabled under Settings &gt; Sounds?"
2522559,"@AppleSupport Absolutely nothing happens, just stays in place and I must force close the screen.",@718417 Got it. Please DM us and we will continue from there.
1683537,"Not understanding why, if I️ have portrait mode lock on, does my screen keep turning to landscape .... @AppleSupport",@511725 We want to help. Send us a DM letting us know what type of device you are using.
2593271,@AppleSupport Yes the control center... what’s considered other functions working normally ?,"@734407 The other functions in the Control Center, such as the brightness, Wi-Fi, etc. Tell us in DM:"
1581479,@AppleSupport hi how do I cancel my I cloud extra storage that I pay for each month? Many thanks,@486855 That's a great question! Here's a great article to get you started:
242415,"@AppleSupport 11.0.2 - upgraded after sending tweet yesterday. Better (smoother), but CarPlay still isn’t right.","@173580 What exact issues are you having with CarPlay? Please reply in DM,"
1928562,@AppleSupport The ‘Apple Store’ app does not allow you to update your primary payment information. #iphonex,@421915 We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in?
603260,@AppleSupport How do I turn off the bedtime reminder on my iPhone?!,"@263306 Hello.Check out this link to learn how to change your reminders: Using another app, like an alarm? Let us know and we'll go from there."
1016445,The @115858 TV has become very buggy of late 😣 @AppleSupport,@360495 Let's get you in touch with our Apple TV experts. You can reach them here:
1612696,Hey @AppleSupport since ur iOS update #11.1.2 here’s what happened-Bluetooth disconnects Maps aren’t syncing Apple Watch disconnected lost my activity Flashlight doesn’t work WiFi doesn’t disconnect My passwords are gone Uses wrong email for iCloud Can’t lock screen on calls,@494860 That's definitely not the experience we want you to have. Let's look into this with you. Were you able to create a backup using iTunes or iCloud before updating? Let us know with a DM.
2072715,"@AppleSupport my iPhone doesn’t connect to car BT properly, battery dies quick, apps close, lag comes, calls don’t work, etc What r u doing!","@613057 Let's help you get this figured out. Follow up with us in DM. Tell us which device, and your version of iOS there."
426699,"@AppleSupport it’s mostly (or all) music that I’ve manually loaded over the years, live recordings or ripped from CDs I’ve purchased.",@216479 Is the missing music still in iTunes where it can be re-synced to the iPhone?
922547,@VerizonSupport @AppleSupport I'm done.,@338999 We want to help. What version of iOS are you running? Does the issue occur with a cellular connection as well as Wi-Fi?
2038350,@AppleSupport why can’t I️ type in outlook anymore? When I️ type it I️ get “A ?”,@602699 Let's help look into this behavior. Please DM us the device and version of OS that you're using.
1155289,@AppleSupport The same issue happens,@165813 Have you yet tried in safe mode?
1327261,"@AppleSupport Yes, I’ve still got it. I used iCloud as it wouldn’t let me use iTunes. I could maybe go back into it tomorrow and try again.",@429668 We'd like to get more info. Let's meet in DM and work on this together.
2773117,"@AppleSupport ios11 update just keeps crashing my phone. Ive had to delete all my apps, my battery keeps dying in two hours. Why does this happen every time you release a new phone?!",@775073 We want your iPhone to work when you need it most. What is the exact iOS version you currently have installed on your iPhone? You'll see this in Settings &gt; General &gt; About. DM us your response.
1463520,@AppleSupport what can I️ type the letter that sounds like “eye” ?? I️,@459695 Thanks for reaching out to us. We've got your DM and will reach out to you from there. Thank you.
1645059,My home button worked JUST fine before my phone died.... 🙄 @AppleSupport wtf,"@502690 We want to help you. DM us, and let us know what's going on. We can look into this."
435841,@AppleSupport hey. Can I report some iOS 11 bugs here? I don’t have feedback on my devices anymore,@218529 We can look into this with you. DM us and we'll continue there.
2036417,So basically my touch screen aint working on my phone.... @115858 @AppleSupport,@602074 We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started.
2039862,@AppleSupport why is my Apple Pay not working? It’s not been working since Saturday ☹️,@361203 We want to help with your Apple Pay. DM us which device and OS you're using this feature on. We'll work with you there.
1172245,@AppleSupport me llego este correo que debo hacer?,@395735 We offer support via Twitter in English. Get help in Spanish here: or join
363735,@AppleSupport This iOS 11 is absolute garbage. Battery life drains so quick(not even a day and that's doing nothing). Wifi and btooth issues,@202199 That's not to be expected. We want to help. Join us in DM and let us know which device you're using.
877132,@AppleSupport Messenger last updated 2 days ago. May be that update that has been buggy.,@328228 You'll find your next steps listed here:
245950,"@AppleSupport lol, nice one:",@174415 Hey there. The iCloud webpage requires Safari 7 or later. You can check out any other requirements here:
407937,@AppleSupport Thank you! My phone was set to backup when the device was plugged in to charge rather than manual backup. How can I check these settings?,"@212247 If you go to Settings &gt; {Your name at the top} &gt; iCloud &gt; Backup, is the iCloud Backup option turned on?"
2381393,"@AppleSupport I can't redownload either. I've tried, iTunes won't do it. It won't log me into my acct. Also, that doesn't solve the problem of the non iTunes purchased music. Is it because of the version of Windows I have?",@686593 Let's take a closer look. Let us know if you're able to log into your Apple ID on the Apple ID website in DM.
2834446,@AppleSupport Hi.I can't sign in to facetime and imessage with my apple id on my macbook and my iphone.I need some help.please.Thank you,@789027 Thanks for reaching out. We'd be happy to help. Please join us in DM to so we continue assisting.
1342666,@AppleSupport @115858 Random reboot on iOS 11.0.3 on iPhone SE. #GoodJobApple,@370627 Thanks for letting us know we’d like to look into this. Can you let us know what app you were using when this happened?
796606,@AppleSupport why do I not have the option to update my iPad to iOS 11?,@309954 We're here to help. What type of iPad do you currently have?
1762269,@AppleSupport I️ need this shit fixed,@530249 Here’s what you can do to work around the issue until it’s fixed in a future software update:
643245,@AppleSupport iPhone SE running 11.0.3 doesn’t happen often,"@240406 Thanks for that info. Have you tried to restart your device to see if this persists after? If not, give that a try. Then DM us."
1131377,"@AppleSupport Since iOS 11 updates, we can no longer upload animated photos to Instagram. Is this issue going to be fixed? I’m an animator.",@386622 We'd like to take a look at this with you. Meet us in DM using the following link.
2562319,@AppleSupport I've already updated to iOS 11.1.1. the problem occurs when I try to enable iMessage. I have already contacted my telephone operator telling me to address you. Thanks,"@727159 The newest iOS software is iOS version 11.1.2, which we just released earlier today. Once you've created a backup and updated to iOS 11.1.2, please try to enable iMessage again. If you're unable to do so, please DM us with the country where you're located."
994477,@AppleSupport Yes. I also do not sync my calendars between my devices b/c iTunes wanted to delete ALL events from my computer.,"@355556 Which model do you have and is iOS 11.0.3 the version installed? Have you tried any steps and if yes, which ones?"
2518165,@AppleSupport What is this “A ?” Glitch? Please fix it.,"@638672 Happy to help. An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: Keep us posted on the results."
877138,Phones been so buggy since the updates :( @AppleSupport help,@328228 We'd be happy to see how we can help. What's going on?
2355018,"@AppleSupport give us a way to go back to 10.3 IOS 11 has ruined my battery life, each update makes it worse! I’m blind, depend on my phone!","@389172 We're here to help and will do all we can to work towards a resolution. To help guide us through troubleshooting, may we get the exact iOS version currently running on the iPhone?"
1738744,@AppleSupport Did this. Still doesn’t work. I️ I️ I️ I️ I️ I️,@202378 Please meet us in a DM. We'd like to share some information with you there:
706894,@AppleSupport it’s imported,"@289004 No problem. Let's move to DM, and we'll continue troubleshooting iTunes there."
1769094,"@AppleSupport Currently that is the only thing I noticed. But my application such as chrome (won’t save either), word, &amp; ppt not functioning normal.","@511084 While you may need to get in touch with those third-party app developers, let's rule out what we can over Twitter. DM us:"
2060888,New IOS update is shocking! It’s killing my battery and slowing everything down! Sort it out @AppleSupport,@609521 We want you to have a better experience with iOS 11. Do you recall when you updated? Please send your answer in a DM.
556958,"@AppleSupport why do I have to restart my iPhone every day because apps (including safari, mail, iMessage) stop responding?",@250051 We're here to help. Which iOS version are you currently running? Let us know in DM and we'll go from there.
1203437,@AppleSupport No not yet. Do I still need to back up my phone when updating through iTunes?,@401359 We'd definitely recommend backing up before updating just in case. You can see how to do that here:
2476276,@670785 @115948 We’re still waiting for that reply..@AppleSupport @115948 @115858 where’s our boost code for the Taylor Swift pre-order???,@707862 We'd like to help. Reach out to our iTunes Support team about this issue: They'll be able to assist you from here.
2548162,@AppleSupport ios11 not letting me recover photos to be deleted. How do I solve this?,"@247114 What version of iOS 11 are you running? Also, what happens when you try to recover photos?"
1386659,@AppleSupport It’s just when I try to click it so the screen isn’t on it just doesn’t work,@442656 Got it. Would you mind please joining us in DM? We'd like to continue our conversation there.
2177400,OH MY GOD @AppleSupport THIS IOS UPDATE IS ASS MY PHONE KEEPS FREEING AND WONT LET ME TURN IN OFF CUS THE TOUCH SCREEN DONT WORK IM NOT GETTING A NEW PHONE STOP PLS,"@638212 We want to help you with your iPhone! Making sure it's running smoothly is priority. Is the device becoming unresponsive when using certain apps only, or is it more random?"
2311877,@AppleSupport what up with the question marks and the random boxes?,@670461 Are you seeing these question marks and boxes appear when you type? Or do you see them on other individual's content? Let us know in DM to begin.
661693,@AppleSupport What a disaster for 6+ users! My phone has literally bogged down since the update (was responsive b4 that). Now it takes 4ever to launch an app and some apps like jabber simply don't function properly. Apple SW quality has plummeted!,@451999 We have received your DM and will be responding there momentarily.
1271108,Şarj hemen bitiyor bu sorun çözülmez ise samsug almam gerekecek @AppleSupport,@417601 We offer support via Twitter in English. Contact us for help in your preferred language here:
450392,Hi @AppleSupport is this a scam email? Assuming yes 😳,@221763 This doesn't appear to be a valid email from Apple. More information can be found here:
1002756,"@AppleSupport Not a single thing!! It was just lying there nonchalantly then boom, a siren",@357358 Let's get to the bottom of this. Which iPhone and version of iOS are you using? Please DM us. We'll look into it further together.
1973558,"@AppleSupport Hey, Apple. The last update messed up my phone BADLY. Siri won't work at all. THANKS. Now what? No one seems to know. iPhone 7",@584472 We want to get this working again. What exactly is happening when you try to use Siri? DM us your reply to get started.
2889450,"@AppleSupport I'm not sure if it's just the current update with #iOS11 but, I'm having issues trying to update my apps. #iPhone #Problems #Apple","@801124 We want you to be able to update your apps, and we'd like to help. What happens when you try to update? Also, are you using a Wi-Fi or cellular data connection?"
2043952,@AppleSupport 3) Any ideas what I need to do so I goes back to how it was before? Spotify is the app I use but it’s since your update 🤡,@604449 Thank you for reaching out to us. We would like to gather more information. Please DM us to get started.
1220020,@AppleSupport BT connection to car &amp; home speakers is a joke since #iOS11 upgrade. Phone locks and freezes. Apps take forever to open #Fixit,@406233 That should not be happening. Let us help. Which version of iOS are you using? You can check in Settings &gt; General &gt; About.
2431305,@AppleSupport 11.1.1,@291959 Got it. Meet us in DM for further assistance. See you there.
52302,"@AppleSupport the new IOS software has completely screwed my phone up - slow, crashes, calls don't get recognised...","@127764 We'd like to look into this with you. Did you already complete the update that was just released, iOS 11.1?"
2004054,The new iOS update messed up my Apple Music 😞😤 it took me SO long to put some of my playlists together and now it’s all gone 😭 @AppleSupport,@592612 We want to help. DM us what version of iOS and what device you are having this issue with and we'll go from there.
550848,@AppleSupport it still says it’s restricted for me,@248334 We have received your DM. Look for a reply from us there shortly.
1595968,Can i use any plug to adapt to my macbook charger? @AppleSupport,@444293 Our Sales Support team will be happy to answer any questions you may have. Reach them here:
2314031,Dear @AppleSupport with 11.1 if a restriction locks account setting it’s not possible to make a purchase by entering iTunes password. Bug.,@250267 We'll do all we can to help here. Let's start by getting you up to date with iOS 11.1.1 Send us a DM so we can look into this further.
2404880,@AppleSupport Hi I need change my Battery in Saudi Arabia but the store say no have price for it we should see the laptop and deal could u help me I see the price online 129$,@691725 We'd be happy to look into your options. Can you DM us the device model you are trying to replace the battery for?
2093755,@AppleSupport i️ why does this happen?,@618644 We want to help. Please DM us.
1467775,Anyone else had probs with iPhone updating to #iOS11? Every app just keeps freezing. Phone gone from super quick to dead slow @AppleSupport,@460691 Hi there. Help is here. Let's check a few things together. Please shoot us a DM and we'll get started:
2977721,Now my phone has the I.T glitch 🙄🙄🙄 @AppleSupport what’s the fix?,"@389853 We're happy to help ensure your keyboard input shows correctly. The first step would be to make sure your iPhone is up-to-date. If you check Settings &gt; General &gt; Software Update, is there an update? If so, back up and install the update:"
2570177,@AppleSupport 11.0.3,@728926 Follow up with us in DM. Tell us if you recently updated your iOS version there.
402660,"@AppleSupport I have not forgotten my password, it is correct. I just get thrown back to the login screen without ""wrong password"" message.","@211256 Got it. Meet up with us in DM so we can see how we can better assist and help with your appointment scheduling, too."
2847546,I purchased an USA model iPhone 7 and it was broke down. I took it grand central App Store for repairing. They said me we fixed the problem. I took the phone and came to Istanbul. It was not repaired has the same problem. @AppleSupport,"@791944 We're sorry to see you're still having an issue with the device. We'd like to isolate the issue, and ensure we find you a resolution. Please send us a DM, so we can better assist you."
87194,@115858 @AppleSupport Thanx for making imovie 1.10.8 unuseable! I cant even find a toolbar! Why ?,"@135082 Hey there! Thanks so much for reaching out to us about the newest version of iMovie! For help finding the toolbar, we'd recommend reaching out to our iMovie team direclty. Click here to get started:"
794575,@115858 @AppleSupport when will the patch for Battery Drainage for iOS 11 be released? This year? Next year? Hating the iOS experience.,"@309449 We know how important battery life is, and we'd like to help. Send us a DM, and we'll get started."
2292216,"@AppleSupport For starters, The whole “I️” issue was not corrected with the update. My “hey Siri” only works 25% of the time, and my phone is constantly crashing.",@665684 Are you seeing this issue with the autocorrect when typing messages or only when reading them? Send us a DM.
2237124,"@AppleSupport No when I restart, it tries to install it. It gets stuck on 36 minutes and then that picture pops up. I am connected to WiFi. And this is the download from the App Store. I’ve never had issues before","@652355 Do you have access to another Wi-Fi network we can try downloading and installing the update over? Also, do you have a Time Machine backup? We ask as we want to be sure your data is secure before advising on further steps. Please DM us:"
2616485,"@AppleSupport Hi, and thank you for your awesome twitter page. I am currently in the USA, but I am planning to go and live in France soon. If I buy a MacBook Pro here in the USA, would the warranty be valid in France (i.e. I could send my laptop to be repaired at Apple France)?",@146555 Hey there. We'll be happy to answer that for you. The limited warranty on the MacBook Pro is available internationally. You can learn more here:
2706892,Not a fan of my phone dying on 70% or just randomly freezing🙄 (ive never dropped it or got water on it or anything) help a girl out 🙏🏼x @115858 @AppleSupport,@760198 Let us help you get this sorted out. Can you tell us which iOS version you are using please?
2622716,"@AppleSupport my activity ring is not recording properly. I cycled for 1:03:02, recording on my watch cycling activity and is says I exercised 2 mins. Do you have a solution for this!?",@740957 We're here to help. DM us the country you're located in &amp; we'll go from there and explore some options for you.
1010818,Having lots of issues with notifications since updating to iOS 11 @AppleSupport and so are a lot of people...,@359192 We'd like to take a look at this together. What seems to be going on with your notifications?
52326,@AppleSupport You guys have already messaged me in a DM about this and had me do this. It didn’t work. Literally 3 times you’ve recommended this.,"@127769 It's important to have the latest software installed. If you'd like to continue together, please DM us &amp; we'll pick back up there."
1485385,@AppleSupport wth is up with the letter I️,"@464933 If you're having issues today, you've come to the right place. Meet us in DM and we can proceed:"
1575047,Tf going on @AppleSupport,@485369 Try out these steps: That should correct the issue. Let us know.
2728286,"@AppleSupport Checked time- battery at 54%, checked again 5 minutes later, it was down to 13%. Phone was doing nothing in between. This only happened since installing ios 11. I’ve done all I can think of to reduce battery drain. Help!!","@764997 Hey there. We appreciate you reaching out. What model iPhone are you using, and what is the exact iOS version installed in Settings &gt; General &gt; About? Also, let's make sure your settings are adjusted for improved battery life as listed here:"
296807,@AppleSupport I’m not subscribed to Apple Music. I can play it from the app.,@186705 Go ahead and send us a DM. We will help you with playing your music from there!
2253471,"@AppleSupport It happens on all apps. Yet, when I place an object up close it focuses.",@656457 Can you take a look at the steps in this article and see if they help? DM us the results:
2585599,@AppleSupport this a brand new iPhone 8 Yo. Why my shit freezing up?,"@732661 We'd like to help. Do you know what version of the iOS is on the device? If not, you can check under Settings &gt; General &gt; About &gt; Version."
1434855,@AppleSupport just upgraded with iOS 11.3. Constant problems phone turning itself off and running slow. How can this be rectified? Thanks.,@453148 We'd like to help. Do these issues occur while using a particular app? Please let us know in DM.
1765941,"@AppleSupport I know what it is, it just looks a bit misplaced to me.","@154498 Those options are supposed to be there. If you ever need us in the future, feel free to reach out. We're here to help."
2858293,why?? HELP @AppleSupport @115858,"@794339 We'll do everything we can to help you out with this. Before you update, we recommend creating a recent backup in iTunes, or iCloud. This article has great steps for troubleshooting issues with updating over Wi-FI:"
690761,@AppleSupport I can’t get the update,"@285046 Having your device up to date is important &amp; we'd like to help. So we're clear, what happens when you attempt to update?"
2374382,@AppleSupport I need a new iMac and some advice. Trying to schedule time at an Apple Store but next to impossible to find out how to call the store. How do I schedule time anymore?,@684943 We'd love to help. Are you looking to solely purchase a new iMac or are there issue with an existing Mac? We ask as appointments aren't needed to purchase. They are only needed for support provided at the Genius Bar.
300585,"@AppleSupport why does every group chat come up when I type a contact name, rather than the most frequent used contact!! Hate this update !",@187665 Please shoot us a DM and let's take a look.
1864098,@AppleSupport since IOS 11 iPhone and iPad running a lot slower and eating battery faster than before. I’m beginning to believe the conspiracy theories. Do you really muck up old tech so we buy new. Ps it isn’t going to work. Hello @125607,@556944 We're reaching out to lend a helping hand with these issues. Meet up with us in DM at the link below so we can get started.
1241118,@AppleSupport I restarted but no luck... 2nd screenshot after restart...,"@411120 What app were you in when the keyboard came in like this? Also, were you trying to rotate it to landscape?"
2322525,@AppleSupport since morning !!! What happened apple ?? Should be every week format my iPhone ??,"@672984 We can get to the bottom of this. Have you tried to force restart your iPhone? If not, follow the steps for you iPhone model here:"
2185551,@AppleSupport Why yes I do,@640072 Excellent. What version number shows in Settings &gt; General &gt; About? Do you see any unexpected battery usage?
2679287,I’m not happy @AppleSupport 😣 since update my ipad does not delete apps,"@753893 We're here to help. Power your iPad off and then back on, are you able to delete apps at that point?"
208029,@AppleSupport Haptic feed back isn’t felt with 3D Touch everytime,@165214 Excellent information. What is the iOS version number on your iPhone 8 Plus at this time?
326749,"@AppleSupport Any other suggestions...? 🤔 At current powerusage, if I had a spaceship, I’d arrive at Mars by 8pm tonight... 😩",@186239 Let's meet in DM to investigate this further.
2417425,updated my iPhone but the “I” thing still is not fixed 🚮 @AppleSupport @115858,@363597 Let's have a look at this together. Can you please DM us?
1648406,İos 11 bir türlü götü toplayamadı yav. Üst bildirim ekranı gelmiyor şimdide. Bu nasıl güncelleme cancağızım @AppleSupport ?,@503582 We offer support via Twitter in English. Contact us for help in your preferred language here:
2320077,"@AppleSupport hey, when will available again IPhones X at NYC stores?","@672413 Hey there. Great question. To check in store device availability, we recommend reaching out to the store directly. To locate their info:"
1717423,@AppleSupport Pound sand,"@520040 If you would like for us to take a closer look at your device with you, feel free to meet us in DM here:"
438066,@AppleSupport i already dm’d you the answer to that question,@157944 Alright. We'd be happy to look into this with you further. DM us using the link below and we'll go from there.
331720,@AppleSupport the new update deleted all my music... thanks,@194993 We know how important your music can be. Which device were you using? Let us know in a DM.
1623364,@AppleSupport No reply?,@497279 We are here to help whenever possible. DM the specific iOS version you are using to get started.
1891221,"@AppleSupport I have had a couple of emails from you regarding security on my account but I’m not 100% convinced, can you help?",@563979 We're happy to help. Here's info for how to avoid phishing emails: DM us with questions.
992374,@AppleSupport Phone getting hanged frequently &amp;apps are crashing( app icons are disappearing from the screen)whatsapp icon used keep on blinking,"@355063 Understood. Meet up with us in DM with the specific version of iOS you have installed, and we'll take a look together."
1335362,"@AppleSupport oh it’s only happening in my self made album playlists, so maybe a sync with Mac tonight may sort it. In Library: Albums the order is fine","@431516 Thanks for that update. After you sync with your Mac, let us know what you discover by meeting us in DM. Use this link:"
2519451,I am so blown away by how incompetent @AppleSupport staff is and how I just gor hung up on. Thanks alot. Ive been trying to get help from them for 4 Day!,@717659 That's not the support experience we want. Send us a DM with details of what is going on. We'll see what we can do to assist.
2410177,"@AppleSupport wassup with this ""I.T"" business? All I want to say is "" it ""","@692962 We're glad you reached out, we want you to be able to say what you mean! As a starting point, let us know what device you're typing text on. We're here for you."
2799469,@AppleSupport Awesome thanks for the quick reply,"@781048 Sure thing, glad to help!"
2227082,@AppleSupport iOS 11.0.3,@162157 Great. Let's chat more in DM. Meet up with us here:
2476153,It's clear that my iPhone is pretty much done-zo after updating... apps won't stop freezing and basically not useable at all anymore. @115858 @AppleSupport,"@707827 That definitely isn't how we'd like you to experience your iPhone, so we'd like to help! Can you confirm which iPhone this is and the iOS version that you're running? Did you check for updates to apps? Also, check out this article for help:"
695360,@AppleSupport I also don’t understand why Bluetooth keeps randomly being connected when it should be switched off.,@285847 DM us what iOS version you're on and we'll look into this a bit further.
2918925,@AppleSupport @807894,@807895 Thanks for reaching out and the screenshot. We'd like some details to assist. Which iPhone model and iOS is this occurring on? Let us know and we'll continue.
2122467,"I can’t update anything anymore on the AppStore @AppleSupport , can you help me please?","@625286 If you're unable to update your apps, we're here to help. Power the device off and on again, does the issue persist?"
1434231,@AppleSupport que puedo hacer para arreglarlo? Aparece al rato de encenderlo,@452996 We offer support via Twitter in English. Get help in Spanish here: or join
1680867,@AppleSupport when I️ type the letter I️ I️ it takes multiples tries just to select I️. What’s up with A? See photo,@326966 Here’s what you can do to work around the issue until it’s fixed in a future software update:
289093,@AppleSupport since downloading new software ph. Indiscriminately turns on WiFi &amp; Bluetooth after I keep turning off. Reason why??,@184884 Which device and version of iOS are you using? Do you disable Wi-Fi from Settings or Control Center?
2729058,Has anyone figured out what’s causing the iPhone Bluetooth to automatically activate @AppleSupport?,"@222841 We'd be happy to help! To make sure we're offering accurate information, can you confirm your current iOS version for us? This can be located at Settings &gt; General &gt; About."
1086059,@AppleSupport when will the pre-approval for IUP members be available for the X pre-order?,@376181 We'd like to get you to our Apple Online Store. Please reach an Advisor here:
2835905,#Apple @AppleSupport it would be great if sometime soon Apple software could allow a picture attachment to be added to the Calendar for diary events,"@789362 Your suggestions and feedback are an important part of what helps us improve our products. To make sure it gets to the right place, submit it here:"
453994,I’m trying to download a free game but it isn’t letting me get it. Getting told I need to update my card info and billing info but nothing has changed but when I put the correct info in it’s coming up this. What can I do @AppleSupport,@222745 Thank you for reaching out. Check out this article for more information on payment methods for the App Store:
1795992,"Ok @AppleSupport, am I the only one regularly having syncing issues with your iCloud photo optimization? Even when on wifi I’m often stuck with crappy pixelated versions because it can’t seem to connect to the server to pull-up the full res versions.","@539661 Thanks for reaching out! With this, the images on your are optimized. To replace with Full-resolutions are stored in iCloud."
2429284,@AppleSupport WHY DOES MY MUSIC PAUSE EVERYTIME I OPEN ANY OTHER APP? SO ANNOYING!!,@697438 Let's work on getting to the bottom of this. Does this happen when you open every app or does it seem to be a particular app? Which device are you using?
588105,@AppleSupport just got a replacement phone. Roaming is off but it keeps connecting to WiFi. How do I stop this??? I don’t need it connecting or trying to connect to any WiFi I’m near. Thank you,"@258978 Thank you for reaching out to us. Let’s work together to find the best course of action for this issue. To start, is Wi-Fi turned off? You can check by going to Settings &gt; Wi-Fi."
1946952,Snapchat... @AppleSupport,@538198 Let’s work together on this situation. Could you let us know more details via a DM? We’ll move forward from there.
1133230,@AppleSupport 6s and the latest version,@387026 Thanks for that. Go ahead and let us know your country/region within DM here:
2353604,@AppleSupport where are with you fixing this emoji problem we are having I’m tired of seeing punctuation,@680083 We want to help! What model of iOS device are you using? Do you have the most recent version of iOS 11.1.1 downloaded?
2730445,"@176778 @115858 @AppleSupport Este no es un problema del teléfono, lamentablemente. Es un problema del shoddy OS.",@765497 We offer support via Twitter in English. Get help in Spanish here: or join
824764,@AppleSupport So far it has only happened once,"@316427 For now let's see if the issue re-occurs. If it does, then we can see what the pattern is behind it."
1551364,Ok @115858 @AppleSupport which one is it?,@480067 We can help. Let's work together in DM.
2352181,Literally had my phone on charge all day the battery is shocking @AppleSupport,@679757 Having reliable battery life is important! Let us help with the battery life on your iPhone. DM us your exact iOS version. We’ll continue working there.
206471,"@AppleSupport ios 11 broke my airdrop, help pls.","@164888 Help is what we do best, you've come to the right place. What's going on with AirDrop?"
1647438,@AppleSupport Fix the i️ am shit or i’m going to droid,@503329 Here’s what you can do to work around the issue until it’s fixed in a future software update:
1201330,@AppleSupport Unfortunately that didn’t work either! Any other ideas?,"@402260 Thanks for giving that a shot. Send us a DM with the country you're located in, and we'll go from there."
816401,@AppleSupport if one of my devices won't turn on like it's just sitting on the apple what are some ways to get it to turn on?,"@314418 We're happy to help out. Are you using a Mac, or an iOS device? Which model?"
825546,@AppleSupport why does my new laptop have a charge thats supposed to last 10 hours but it lasts 2 if i'm lucky?,@316621 Battery life is important for portable devices. Let's get you back working order. Try this first:
2777552,@AppleSupport does Apple Canada have a trade in program? I have a iPhone 8 Plus wondering what if anything I could get for it toward an iPhone X,"@201000 Hey there, thanks for reaching out. Check out this link for more information:"
159608,"@AppleSupport Hello there, I’m having trouble with Apple Music. Sometimes my phone says it’s downloading a song and they never download till I restart my phone and even after that they never downloaded. Also new albums on Hip/Hip never show up till a week later? What’s wrong ? :(",@152746 Let us help you get this sorted out so you can enjoy your music as expected. Which iOS version are you using on your iPhone?
1201349,@AppleSupport,"@402265 Thank you. It looks like you're fully up-to-date. When you try to use the faded app, is it working normally?"
2057775,"@AppleSupport, very disappointed by iOS11+ versions. Drains battery like crazy. Phone freezes. Please fix.","@608591 Let's work together in DM, so we can help get things running smoothly. We want you to enjoy iOS 11, and we're here to help!"
2148139,"@AppleSupport @115858 y’all can take away a gun emoji with a quickness, but takes a life time to fix I’s?",@631389 Here’s what you can do to work around the issue until it’s fixed in a future software update:
2041059,@AppleSupport I factory rested it rested but it did nothing,@603495 We know how important it is to get your phone up and running. We want to help. DM us what you are currently seeing on your screen.
2299357,"@AppleSupport I bought @641432 no ads for £3.99 from App Store, it Now needs an update but it says not available in uk store. What do I do? Will my one eventually stop working? Is there an alternative?",@667404 Thank you. Please reach out to our iTunes Support team for help with your question. You can follow this link to get there:
1537016,@AppleSupport I have Lightning headphones. How can I use them on macbook air &amp; iMac?,@476535 Please follow up with us in DM and we can go from there.
2113868,@AppleSupport is VPP store down? Can't search for any apps.,@427257 We're here to help! Tell us a little more about what is going on in a DM and we'll continue there.
2021545,@AppleSupport WHY DOES MY PHONE KEEP GLITCHING WHEN TYPING,"@597863 Hi there. Please send us a DM and describe what you mean by ""glitching"". We'll meet you there to help out."
2712563,all my ibooks are GONE what happened to them @AppleSupport,@761554 Thanks for reaching out to us. We'd like to help you and look into missing iBooks further. Please DM us to continue working on this.
2705011,@AppleSupport I’ve updated iOS twice in the past week and I still have the text glitch occurring.,"@759715 Are you seeing the error when typing your own messages, or when viewing other people's messages? Please know for messages from others to not show the issue, they would need to fix things on their end. If this is occurring in your own messages, join us in DM."
486105,@AppleSupport Is there no way I can use a direct email to talk with a member of customer services please?,"@230642 Thanks for reaching out to us for support. We would love to help you. When you have a free moment, please check out the following link to learn about the various ways that you can contact us:"
1356398,@AppleSupport At least 3 depending on use and yes all official apple cable and adapter,"@436261 OK, thank you. We'd like to look into this a bit further with you. Please DM us about your battery and we'll continue there."
2296298,@AppleSupport can you tell me why the call ring tone is the general default tone rather than the one I have downloaded and had for years on my iPhone,@320377 We'd love to help. Have you tried toggling the ringtone to see if that's still set up correctly?
1538080,"@AppleSupport any tips for getting past the iOS update 11.1 on iPhone X. Seems to be stuck. Tried reboot, start over, x4 :(",@476816 We're here to help. Do you have access to a computer with the latest version of iTunes?
550853,"@AppleSupport No, I get the message when I am sending a text message to someone. They receive the message but I still get a failed to send notification message. Not 100% of the time but quite often.",@248335 OK. Send us a DM and tell us which country you're located in. We'd like to look into some additional support options for you.
2728209,@AppleSupport In setting software updation option not available...,"@161399 Are you attempting to update over Wi-Fi? If so, we'd like to share this guide. Let us know if these steps help: If necessary, will it be possible to connect to a computer and update via USB using the iTunes application?"
453883,@AppleSupport Yes. In that setting I have tried both on and off,"@222712 Thanks for letting us know, when did you first start to notice this? We’ll want to look into the details of the iOS software on the iPhone. Please confirm the iOS version number by going to Settings &gt; General &gt; About."
199437,Thanks @115858 I've just upgraded my 2016 #MBP to #highsierra and now I've lost all #audio and now have a super buggy #mac @AppleSupport,"@163016 We're here for you! Send us a DM, and we'll take a closer look at your MacBook Pro together."
1470867,".@AppleSupport with iOS 11 iPad I’ve lost ability to type an ellipsis character, used to hold . on number keyboard for it. Where is it now?",@461415 Thanks for reaching out. New functions can change how we work. Have you tried holding on the period? Let us know if this works.
